id,case_group 
32975,ZONING
32976,HOUSING
32977,ZONING
32978,WEEDS AND VEGETATION
32979,ZONING
32980,BUILDING
32981,BUILDING
32982,ZONING
32983,ZONING
32984,ZONING
32985,HOUSING
32986,
32987,WEEDS AND VEGETATION
32988,BUILDING
32989,BUILDING
32990,BUILDING
32991,HOUSING
32992,BUILDING
32993,ZONING
32994,HOUSING
32995,HOUSING
32996,
32997,SIGNS
32998,ZONING
32999,BUILDING
33000,ZONING
33001,ZONING
33002,
33003,BUILDING
33004,SITE
33005,ZONING
33006,HOUSING
33007,ZONING
33008,ZONING
33009,ZONING
33010,ZONING
33011,BUILDING
33012,SITE
33013,HOUSING
33014,HOUSING
33015,ZONING
33016,BUILDING
33017,BUILDING
33018,HOUSING
33019,WEEDS AND VEGETATION
33020,HOUSING
33021,HOUSING
33022,BUILDING
33023,HOUSING
33024,SIGNS
33025,VACANT BUILDING
33026,
33027,VACANT BUILDING
33028,VACANT BUILDING
33029,ZONING
33030,
33031,
33032,ZONING
33033,BUILDING
33034,WEEDS AND VEGETATION
33035,WEEDS AND VEGETATION
33036,VACANT BUILDING
33037,ZONING
33038,BUILDING
33039,BUILDING
33040,VACANT BUILDING
33041,VACANT BUILDING
33042,WEEDS AND VEGETATION
33043,WEEDS AND VEGETATION
33044,WEEDS AND VEGETATION
33045,BUILDING
33046,BUILDING
33047,BUILDING
33048,BUILDING
33049,HOUSING
33050,BUILDING
33051,ZONING
33052,ZONING
33053,VACANT BUILDING
33054,HOUSING
33055,ZONING
33056,ZONING
33057,WEEDS AND VEGETATION
33058,WEEDS AND VEGETATION
33059,ZONING
33060,ZONING
33061,ZONING
33062,ELECTRICAL
33063,BUILDING AND PREMISES
33064,BUILDING
33065,BUILDING
33066,ZONING
33067,HOUSING
33068,ZONING
33069,WEEDS AND VEGETATION
33070,HOUSING
33071,HOUSING
33072,BUILDING
33073,ZONING
33074,WEEDS AND VEGETATION
33075,HOUSING
33076,BUILDING
33077,BUILDING
33078,ZONING
33079,WEEDS AND VEGETATION
33080,WEEDS AND VEGETATION
33081,WEEDS AND VEGETATION
33082,VACANT BUILDING
33083,ZONING
33084,BUILDING
33085,ZONING
33086,ZONING
33087,ZONING
33088,HOUSING
33089,ZONING
33090,ZONING
33091,CONDO/COOP CONVERSION
33092,ZONING
33093,ZONING
33094,WEEDS AND VEGETATION
33095,ZONING
33096,WEEDS AND VEGETATION
33097,HOUSING
33098,HOUSING
33099,BUILDING AND PREMISES
33100,BUILDING AND PREMISES
33101,ZONING
33102,
33103,
33104,
33105,
33106,ZONING
33107,VACANT BUILDING
33108,ZONING
33109,ZONING
33110,WEEDS AND VEGETATION
33111,WEEDS AND VEGETATION
33112,ZONING
33113,WEEDS AND VEGETATION
33114,ZONING
33115,SITE
33116,HOUSING
33117,JUST CAUSE EVICTION
33118,WEEDS AND VEGETATION
33119,ZONING
33120,BUILDING
33121,BUILDING
33122,SITE
33123,HOUSING
33124,BUILDING
33125,ZONING
33126,WEEDS AND VEGETATION
33127,HOUSING
33128,HOUSING
33129,BUILDING
33130,BUILDING
33131,ZONING
33132,JUST CAUSE EVICTION
33133,ZONING
33134,ZONING
33135,ZONING
33136,SITE
33137,BUILDING
33138,ZONING
33139,ZONING
33140,ZONING
33141,ZONING
33142,ZONING
33143,VACANT BUILDING
33144,VACANT BUILDING
33145,ZONING
33146,ZONING
33147,ZONING
33148,ZONING
33149,HOUSING
33150,ZONING
33151,VACANT BUILDING
33152,ZONING
33153,WEEDS AND VEGETATION
33154,ZONING
33155,BUILDING
33156,HOUSING
33157,
33158,BUILDING
33159,HOUSING
33160,WEEDS AND VEGETATION
33161,
33162,
33163,VACANT BUILDING
33164,VACANT BUILDING
33165,HOUSING
33166,
33167,HOUSING
33168,HOUSING
33169,WEEDS AND VEGETATION
33170,WEEDS AND VEGETATION
33171,ZONING
33172,WEEDS AND VEGETATION
33173,ZONING
33174,ZONING
33175,ZONING
33176,HOUSING
33177,HOUSING
33178,BUILDING AND PREMISES
33179,ZONING
33180,ZONING
33181,HOUSING
33182,HOUSING
33183,ZONING
33184,HOUSING
33185,HOUSING
33186,HOUSING
33187,HOUSING
33188,ZONING
33189,ZONING
33190,PRESALE
33191,ZONING
33192,BUILDING
33193,HOUSING
33194,HOUSING
33195,ZONING
33196,ELECTRICAL
33197,WEEDS AND VEGETATION
33198,BUILDING
33199,VACANT BUILDING
33200,HOUSING
33201,ZONING
33202,HOUSING
33203,HOUSING
33204,HOUSING
33205,ZONING
33206,WEEDS AND VEGETATION
33207,ZONING
33208,ZONING
33209,
33210,
33211,WEEDS AND VEGETATION
33212,HOUSING
33213,
33214,ZONING
33215,
33216,BUILDING
33217,SIGNS
33218,ZONING
33219,ZONING
33220,WEEDS AND VEGETATION
33221,HOUSING
33222,VACANT BUILDING
33223,ZONING
33224,VACANT BUILDING
33225,VACANT BUILDING
33226,VACANT BUILDING
33227,
33228,BUILDING
33229,ZONING
33230,BUILDING
33231,BUILDING
33232,BUILDING
33233,WEEDS AND VEGETATION
33234,WEEDS AND VEGETATION
33235,ZONING
33236,ZONING
33237,ZONING
33238,ZONING
33239,
33240,ZONING
33241,ZONING
33242,WEEDS AND VEGETATION
33243,WEEDS AND VEGETATION
33244,WEEDS AND VEGETATION
33245,BUILDING
33246,BUILDING
33247,SIGNS
33248,ZONING
33249,BUILDING
33250,ZONING
33251,ZONING
33252,
33253,SIGNS
33254,
33255,SIGNS
33256,
33257,BUILDING
33258,ZONING
33259,WEEDS AND VEGETATION
33260,ZONING
33261,ZONING
33262,WEEDS AND VEGETATION
33263,BUILDING
33264,ZONING
33265,ZONING
33266,HOUSING
33267,BUILDING
33268,ZONING
33269,HOUSING
33270,WEEDS AND VEGETATION
33271,ZONING
33272,WEEDS AND VEGETATION
33273,ZONING
33274,HOUSING
33275,BUILDING AND PREMISES
33276,ZONING
33277,ZONING
33278,HOUSING
33279,ZONING
33280,ZONING
33281,HOUSING
33282,BUILDING
33283,BUILDING
33284,
33285,BUILDING
33286,ZONING
33287,ZONING
33288,WEEDS AND VEGETATION
33289,ZONING
33290,HOUSING
33291,WEEDS AND VEGETATION
33292,ZONING
33293,HOUSING
33294,HOUSING
33295,HOUSING
33296,ZONING
33297,ZONING
33298,WEEDS AND VEGETATION
33299,ZONING
33300,BUILDING
33301,ZONING
33302,BUILDING
33303,BUILDING
33304,VACANT BUILDING
33305,HOUSING
33306,HOUSING
33307,HOUSING
33308,ZONING
33309,ZONING
33310,HOUSING
33311,HOUSING
33312,ZONING
33313,VACANT BUILDING
33314,VACANT BUILDING
33315,VACANT BUILDING
33316,HOUSING
33317,ZONING
33318,ZONING
33319,ZONING
33320,ZONING
33321,ZONING
33322,WEEDS AND VEGETATION
33323,WEEDS AND VEGETATION
33324,ZONING
33325,WEEDS AND VEGETATION
33326,ZONING
33327,WEEDS AND VEGETATION
33328,WEEDS AND VEGETATION
33329,WEEDS AND VEGETATION
33330,WEEDS AND VEGETATION
33331,WEEDS AND VEGETATION
33332,HOUSING
33333,BUILDING
33334,HOUSING
33335,ZONING
33336,SITE
33337,BUILDING
33338,BUILDING
33339,ZONING
33340,HOUSING
33341,HOUSING
33342,ZONING
33343,HOUSING
33344,ZONING
33345,WEEDS AND VEGETATION
33346,WEEDS AND VEGETATION
33347,HOUSING
33348,VACANT BUILDING
33349,ZONING
33350,VACANT BUILDING
33351,VACANT BUILDING
33352,
33353,HOUSING
33354,SITE
33355,HOUSING
33356,HOUSING
33357,ZONING
33358,WEEDS AND VEGETATION
33359,ZONING
33360,ZONING
33361,WEEDS AND VEGETATION
33362,WEEDS AND VEGETATION
33363,WEEDS AND VEGETATION
33364,HOUSING
33365,HOUSING
33366,HOUSING
33367,HOUSING
33368,CONDO/COOP CONVERSION
33369,WEEDS AND VEGETATION
33370,ZONING
33371,VACANT BUILDING
33372,HOUSING
33373,SIGNS
33374,HOUSING
33375,
33376,
33377,ZONING
33378,WEEDS AND VEGETATION
33379,WEEDS AND VEGETATION
33380,WEEDS AND VEGETATION
33381,ZONING
33382,ZONING
33383,
33384,ZONING
33385,BUILDING AND PREMISES
33386,ZONING
33387,ZONING
33388,HOUSING
33389,ZONING
33390,VACANT BUILDING
33391,WEEDS AND VEGETATION
33392,WEEDS AND VEGETATION
33393,ZONING
33394,ZONING
33395,ZONING
33396,BUILDING
33397,VACANT BUILDING
33398,WEEDS AND VEGETATION
33399,WEEDS AND VEGETATION
33400,ZONING
33401,WEEDS AND VEGETATION
33402,ZONING
33403,HOUSING
33404,BUILDING AND PREMISES
33405,VACANT BUILDING
33406,ZONING
33407,VACANT BUILDING
33408,HOUSING
33409,ZONING
33410,ZONING
33411,ZONING
33412,BUILDING
33413,BUILDING
33414,ZONING
33415,BUILDING
33416,BUILDING
33417,ZONING
33418,ZONING
33419,ZONING
33420,WEEDS AND VEGETATION
33421,WEEDS AND VEGETATION
33422,ZONING
33423,ZONING
33424,ZONING
33425,ZONING
33426,ZONING
33427,ZONING
33428,VACANT BUILDING
33429,ZONING
33430,VACANT BUILDING
33431,ZONING
33432,ZONING
33433,VACANT BUILDING
33434,ZONING
33435,ZONING
33436,ZONING
33437,BUILDING
33438,
33439,ZONING
33440,ZONING
33441,WEEDS AND VEGETATION
33442,WEEDS AND VEGETATION
33443,ZONING
33444,SITE
33445,BUILDING
33446,WEEDS AND VEGETATION
33447,WEEDS AND VEGETATION
33448,WEEDS AND VEGETATION
33449,WEEDS AND VEGETATION
33450,VACANT BUILDING
33451,BUILDING
33452,ZONING
33453,WEEDS AND VEGETATION
33454,HOUSING
33455,WEEDS AND VEGETATION
33456,WEEDS AND VEGETATION
33457,WEEDS AND VEGETATION
33458,WEEDS AND VEGETATION
33459,ZONING
33460,WEEDS AND VEGETATION
33461,ZONING
33462,BUILDING
33463,HOUSING
33464,BUILDING
33465,BUILDING
33466,
33467,ZONING
33468,ZONING
33469,BUILDING
33470,WEEDS AND VEGETATION
33471,HOUSING
33472,VACANT BUILDING
33473,ZONING
33474,SITE
33475,BUILDING
33476,
33477,
33478,
33479,
33480,WEEDS AND VEGETATION
33481,ZONING
33482,ZONING
33483,ZONING
33484,BUILDING
33485,MECHANICAL
33486,WEEDS AND VEGETATION
33487,SITE
33488,HOUSING
33489,ZONING
33490,ZONING
33491,WEEDS AND VEGETATION
33492,BUILDING AND PREMISES
33493,
33494,ZONING
33495,WEEDS AND VEGETATION
33496,WEEDS AND VEGETATION
33497,WEEDS AND VEGETATION
33498,SITE
33499,BUILDING
33500,WEEDS AND VEGETATION
33501,BUILDING
33502,ZONING
33503,ZONING
33504,ZONING
33505,WEEDS AND VEGETATION
33506,ZONING
33507,ZONING
33508,ZONING
33509,WEEDS AND VEGETATION
33510,
33511,WEEDS AND VEGETATION
33512,
33513,
33514,ZONING
33515,BUILDING
33516,VACANT BUILDING
33517,WEEDS AND VEGETATION
33518,SITE
33519,ZONING
33520,ZONING
33521,BUILDING
33522,BUILDING
33523,BUILDING
33524,WEEDS AND VEGETATION
33525,HOUSING
33526,BUILDING
33527,HOUSING
33528,HOUSING
33529,CONDO/COOP CONVERSION
33530,WEEDS AND VEGETATION
33531,ZONING
33532,WEEDS AND VEGETATION
33533,ZONING
33534,ZONING
33535,WEEDS AND VEGETATION
33536,BUILDING
33537,HOUSING
33538,BUILDING
33539,ELECTRICAL
33540,HOUSING
33541,
33542,
33543,ZONING
33544,ZONING
33545,ZONING
33546,ZONING
33547,ZONING
33548,ZONING
33549,WEEDS AND VEGETATION
33550,WEEDS AND VEGETATION
33551,
33552,BUILDING
33553,BUILDING
33554,BUILDING
33555,VACANT BUILDING
33556,BUILDING
33557,ZONING
33558,WEEDS AND VEGETATION
33559,SIGNS
33560,ZONING
33561,ZONING
33562,WEEDS AND VEGETATION
33563,BUILDING
33564,HOUSING
33565,HOUSING
33566,HOUSING
33567,BUILDING
33568,WEEDS AND VEGETATION
33569,WEEDS AND VEGETATION
33570,BUILDING
33571,ZONING
33572,WEEDS AND VEGETATION
33573,VACANT BUILDING
33574,BUILDING
33575,
33576,ELECTRICAL
33577,BUILDING
33578,WEEDS AND VEGETATION
33579,ZONING
33580,ZONING
33581,HOUSING
33582,BUILDING AND PREMISES
33583,BUILDING
33584,WEEDS AND VEGETATION
33585,SITE
33586,WEEDS AND VEGETATION
33587,BUILDING
33588,BUILDING
33589,ZONING
33590,HOUSING
33591,ZONING
33592,SITE
33593,HOUSING
33594,WEEDS AND VEGETATION
33595,ZONING
33596,WEEDS AND VEGETATION
33597,ZONING
33598,SITE
33599,
33600,
33601,ZONING
33602,ZONING
33603,WEEDS AND VEGETATION
33604,
33605,
33606,BUILDING
33607,HOUSING
33608,ZONING
33609,WEEDS AND VEGETATION
33610,ZONING
33611,WEEDS AND VEGETATION
33612,WEEDS AND VEGETATION
33613,WEEDS AND VEGETATION
33614,
33615,ZONING
33616,HOUSING
33617,ZONING
33618,ZONING
33619,ZONING
33620,WEEDS AND VEGETATION
33621,WEEDS AND VEGETATION
33622,WEEDS AND VEGETATION
33623,WEEDS AND VEGETATION
33624,HOUSING
33625,ZONING
33626,WEEDS AND VEGETATION
33627,WEEDS AND VEGETATION
33628,WEEDS AND VEGETATION
33629,WEEDS AND VEGETATION
33630,WEEDS AND VEGETATION
33631,WEEDS AND VEGETATION
33632,ZONING
33633,WEEDS AND VEGETATION
33634,ZONING
33635,ZONING
33636,WEEDS AND VEGETATION
33637,WEEDS AND VEGETATION
33638,WEEDS AND VEGETATION
33639,WEEDS AND VEGETATION
33640,WEEDS AND VEGETATION
33641,WEEDS AND VEGETATION
33642,WEEDS AND VEGETATION
33643,ZONING
33644,WEEDS AND VEGETATION
33645,ZONING
33646,ZONING
33647,HOUSING
33648,HOUSING
33649,ZONING
33650,HOUSING
33651,HOUSING
33652,WEEDS AND VEGETATION
33653,HOUSING
33654,ZONING
33655,ZONING
33656,WEEDS AND VEGETATION
33657,HOUSING
33658,HOUSING
33659,WEEDS AND VEGETATION
33660,ZONING
33661,ZONING
33662,WEEDS AND VEGETATION
33663,WEEDS AND VEGETATION
33664,WEEDS AND VEGETATION
33665,ZONING
33666,ZONING
33667,HOUSING
33668,WEEDS AND VEGETATION
33669,ZONING
33670,VACANT BUILDING
33671,ZONING
33672,ZONING
33673,BUILDING
33674,ZONING
33675,ZONING
33676,ZONING
33677,ZONING
33678,ZONING
33679,
33680,ZONING
33681,HOUSING
33682,ZONING
33683,ZONING
33684,ZONING
33685,VACANT BUILDING
33686,VACANT BUILDING
33687,VACANT BUILDING
33688,ZONING
33689,ZONING
33690,ZONING
33691,
33692,
33693,SITE
33694,SITE
33695,BUILDING
33696,BUILDING
33697,BUILDING
33698,BUILDING
33699,BUILDING
33700,ZONING
33701,ZONING
33702,HOUSING
33703,ZONING
33704,ZONING
33705,BUILDING
33706,ZONING
33707,ZONING
33708,HOUSING
33709,JUST CAUSE EVICTION
33710,JUST CAUSE EVICTION
33711,JUST CAUSE EVICTION
33712,WEEDS AND VEGETATION
33713,ZONING
33714,
33715,WEEDS AND VEGETATION
33716,
33717,HOUSING
33718,ZONING
33719,WEEDS AND VEGETATION
33720,ZONING
33721,JUST CAUSE EVICTION
33722,
33723,BUILDING AND PREMISES
33724,HOUSING
33725,BUILDING
33726,BUILDING
33727,SITE
33728,BUILDING
33729,WEEDS AND VEGETATION
33730,WEEDS AND VEGETATION
33731,WEEDS AND VEGETATION
33732,SITE
33733,SITE
33734,ZONING
33735,ZONING
33736,ELECTRICAL
33737,BUILDING
33738,ZONING
33739,ZONING
33740,ZONING
33741,HOUSING
33742,VACANT BUILDING
33743,VACANT BUILDING
33744,VACANT BUILDING
33745,VACANT BUILDING
33746,VACANT BUILDING
33747,ZONING
33748,VACANT BUILDING
33749,ZONING
33750,ZONING
33751,
33752,JUST CAUSE EVICTION
33753,BUILDING
33754,ZONING
33755,WEEDS AND VEGETATION
33756,WEEDS AND VEGETATION
33757,WEEDS AND VEGETATION
33758,VACANT BUILDING
33759,ZONING
33760,HOUSING
33761,ZONING
33762,
33763,ZONING
33764,BUILDING
33765,ZONING
33766,HOUSING
33767,HOUSING
33768,WEEDS AND VEGETATION
33769,HOUSING
33770,WEEDS AND VEGETATION
33771,WEEDS AND VEGETATION
33772,
33773,HOUSING
33774,WEEDS AND VEGETATION
33775,ZONING
33776,ZONING
33777,WEEDS AND VEGETATION
33778,VACANT BUILDING
33779,ZONING
33780,VACANT BUILDING
33781,HOUSING
33782,BUILDING
33783,BUILDING
33784,
33785,BUILDING
33786,BUILDING
33787,WEEDS AND VEGETATION
33788,HOUSING
33789,ZONING
33790,HOUSING
33791,ZONING
33792,
33793,VACANT BUILDING
33794,ZONING
33795,ZONING
33796,ZONING
33797,BUILDING
33798,WEEDS AND VEGETATION
33799,VACANT BUILDING
33800,WEEDS AND VEGETATION
33801,HOUSING
33802,BUILDING
33803,HOUSING
33804,HOUSING
33805,WEEDS AND VEGETATION
33806,BUILDING
33807,ZONING
33808,BUILDING
33809,BUILDING
33810,ZONING
33811,HOUSING
33812,ZONING
33813,VACANT BUILDING
33814,ZONING
33815,ZONING
33816,HOUSING
33817,ZONING
33818,BUILDING
33819,MECHANICAL
33820,BUILDING
33821,ZONING
33822,SITE
33823,VACANT BUILDING
33824,ZONING
33825,
33826,
33827,ZONING
33828,VACANT BUILDING
33829,HOUSING
33830,ZONING
33831,ZONING
33832,WEEDS AND VEGETATION
33833,WEEDS AND VEGETATION
33834,VACANT BUILDING
33835,VACANT BUILDING
33836,BUILDING
33837,WEEDS AND VEGETATION
33838,ZONING
33839,ZONING
33840,WEEDS AND VEGETATION
33841,WEEDS AND VEGETATION
33842,HOUSING
33843,BUILDING
33844,BUILDING
33845,WEEDS AND VEGETATION
33846,WEEDS AND VEGETATION
33847,ZONING
33848,WEEDS AND VEGETATION
33849,ZONING
33850,SITE
33851,WEEDS AND VEGETATION
33852,SITE
33853,BUILDING
33854,BUILDING
33855,
33856,
33857,ZONING
33858,BUILDING
33859,ZONING
33860,
33861,ZONING
33862,BUILDING
33863,BUILDING
33864,BUILDING
33865,ZONING
33866,ZONING
33867,BUILDING
33868,BUILDING
33869,HOUSING
33870,WEEDS AND VEGETATION
33871,BUILDING
33872,BUILDING
33873,WEEDS AND VEGETATION
33874,SITE
33875,ZONING
33876,ZONING
33877,ZONING
33878,HOUSING
33879,ZONING
33880,
33881,WEEDS AND VEGETATION
33882,VACANT BUILDING
33883,ZONING
33884,ZONING
33885,VACANT BUILDING
33886,ZONING
33887,ZONING
33888,ZONING
33889,HOUSING
33890,HOUSING
33891,WEEDS AND VEGETATION
33892,ZONING
33893,HOUSING
33894,CONDO/COOP CONVERSION
33895,HOUSING
33896,HOUSING
33897,ZONING
33898,ZONING
33899,BUILDING
33900,BUILDING
33901,ZONING
33902,ZONING
33903,WEEDS AND VEGETATION
33904,BUILDING
33905,HOUSING
33906,ZONING
33907,ZONING
33908,ZONING
33909,WEEDS AND VEGETATION
33910,ZONING
33911,VACANT BUILDING
33912,ZONING
33913,
33914,
33915,VACANT BUILDING
33916,ZONING
33917,ZONING
33918,ZONING
33919,ZONING
33920,ZONING
33921,ZONING
33922,WEEDS AND VEGETATION
33923,ZONING
33924,CONDO/COOP CONVERSION
33925,ZONING
33926,ZONING
33927,WEEDS AND VEGETATION
33928,HOUSING
33929,VACANT BUILDING
33930,
33931,ZONING
33932,VACANT BUILDING
33933,HOUSING
33934,ZONING
33935,JUST CAUSE EVICTION
33936,ZONING
33937,VACANT BUILDING
33938,CONDO/COOP CONVERSION
33939,BUILDING
33940,BUILDING
33941,BUILDING
33942,BUILDING
33943,BUILDING
33944,WEEDS AND VEGETATION
33945,ZONING
33946,WEEDS AND VEGETATION
33947,BUILDING
33948,WEEDS AND VEGETATION
33949,WEEDS AND VEGETATION
33950,ZONING
33951,BUILDING
33952,VACANT BUILDING
33953,VACANT BUILDING
33954,ZONING
33955,WEEDS AND VEGETATION
33956,BUILDING
33957,BUILDING
33958,ZONING
33959,ZONING
33960,
33961,VACANT BUILDING
33962,ZONING
33963,BUILDING AND PREMISES
33964,VACANT BUILDING
33965,BUILDING AND PREMISES
33966,VACANT BUILDING
33967,ZONING
33968,HOUSING
33969,VACANT BUILDING
33970,HOUSING
33971,HOUSING
33972,WEEDS AND VEGETATION
33973,ZONING
33974,BUILDING
33975,ZONING
33976,BUILDING AND PREMISES
33977,ZONING
33978,BUILDING
33979,WEEDS AND VEGETATION
33980,ZONING
33981,BUILDING AND PREMISES
33982,HOUSING
33983,HOUSING
33984,HOUSING
33985,WEEDS AND VEGETATION
33986,ZONING
33987,ZONING
33988,BUILDING
33989,ZONING
33990,VACANT BUILDING
33991,ZONING
33992,ZONING
33993,ZONING
33994,WEEDS AND VEGETATION
33995,WEEDS AND VEGETATION
33996,VACANT BUILDING
33997,BUILDING
33998,
33999,VACANT BUILDING
34000,VACANT BUILDING
34001,VACANT BUILDING
34002,HOUSING
34003,ZONING
34004,WEEDS AND VEGETATION
34005,WEEDS AND VEGETATION
34006,ZONING
34007,JUST CAUSE EVICTION
34008,WEEDS AND VEGETATION
34009,ZONING
34010,HOUSING
34011,HOUSING
34012,JUST CAUSE EVICTION
34013,ZONING
34014,CONDO/COOP CONVERSION
34015,ZONING
34016,BUILDING
34017,HOUSING
34018,ZONING
34019,ZONING
34020,ZONING
34021,
34022,ZONING
34023,ZONING
34024,VACANT BUILDING
34025,ZONING
34026,VACANT BUILDING
34027,ZONING
34028,VACANT BUILDING
34029,SITE
34030,WEEDS AND VEGETATION
34031,VACANT BUILDING
34032,ZONING
34033,VACANT BUILDING
34034,BUILDING
34035,ZONING
34036,HOUSING
34037,WEEDS AND VEGETATION
34038,HOUSING
34039,ZONING
34040,
34041,VACANT BUILDING
34042,SIGNS
34043,ZONING
34044,ZONING
34045,WEEDS AND VEGETATION
34046,ZONING
34047,WEEDS AND VEGETATION
34048,ZONING
34049,ZONING
34050,BUILDING
34051,ZONING
34052,ZONING
34053,BUILDING
34054,HOUSING
34055,ZONING
34056,ZONING
34057,WEEDS AND VEGETATION
34058,WEEDS AND VEGETATION
34059,HOUSING
34060,ZONING
34061,ZONING
34062,ZONING
34063,ZONING
34064,ZONING
34065,ZONING
34066,HOUSING
34067,VACANT BUILDING
34068,ZONING
34069,VACANT BUILDING
34070,ZONING
34071,WEEDS AND VEGETATION
34072,BUILDING
34073,
34074,CONDO/COOP CONVERSION
34075,BUILDING
34076,BUILDING
34077,
34078,BUILDING
34079,VACANT BUILDING
34080,ZONING
34081,ZONING
34082,BUILDING
34083,ZONING
34084,BUILDING
34085,VACANT BUILDING
34086,SITE
34087,BUILDING
34088,ZONING
34089,ZONING
34090,WEEDS AND VEGETATION
34091,WEEDS AND VEGETATION
34092,WEEDS AND VEGETATION
34093,VACANT BUILDING
34094,WEEDS AND VEGETATION
34095,BUILDING AND PREMISES
34096,HOUSING
34097,ZONING
34098,HOUSING
34099,HOUSING
34100,VACANT BUILDING
34101,VACANT BUILDING
34102,HOUSING
34103,ZONING
34104,HOUSING
34105,ZONING
34106,BUILDING
34107,VACANT BUILDING
34108,BUILDING
34109,BUILDING
34110,VACANT BUILDING
34111,WEEDS AND VEGETATION
34112,WEEDS AND VEGETATION
34113,WEEDS AND VEGETATION
34114,ZONING
34115,BUILDING
34116,ZONING
34117,WEEDS AND VEGETATION
34118,ZONING
34119,ZONING
34120,
34121,WEEDS AND VEGETATION
34122,HOUSING
34123,ZONING
34124,ZONING
34125,ZONING
34126,ZONING
34127,SIGNS
34128,VACANT BUILDING
34129,ZONING
34130,WEEDS AND VEGETATION
34131,CONDO/COOP CONVERSION
34132,WEEDS AND VEGETATION
34133,VACANT BUILDING
34134,WEEDS AND VEGETATION
34135,ZONING
34136,BUILDING AND PREMISES
34137,CONDO/COOP CONVERSION
34138,WEEDS AND VEGETATION
34139,VACANT BUILDING
34140,WEEDS AND VEGETATION
34141,ZONING
34142,ZONING
34143,ZONING
34144,HOUSING
34145,BUILDING
34146,HOUSING
34147,HOUSING
34148,HOUSING
34149,ZONING
34150,
34151,ZONING
34152,HOUSING
34153,BUILDING
34154,BUILDING
34155,ZONING
34156,ZONING
34157,BUILDING
34158,HOUSING
34159,JUST CAUSE EVICTION
34160,
34161,HOUSING
34162,WEEDS AND VEGETATION
34163,
34164,BUILDING
34165,ZONING
34166,HOUSING
34167,ZONING
34168,ZONING
34169,
34170,SITE
34171,VACANT BUILDING
34172,VACANT BUILDING
34173,VACANT BUILDING
34174,WEEDS AND VEGETATION
34175,
34176,WEEDS AND VEGETATION
34177,BUILDING
34178,
34179,HOUSING
34180,BUILDING
34181,BUILDING
34182,BUILDING
34183,WEEDS AND VEGETATION
34184,ZONING
34185,VACANT BUILDING
34186,ZONING
34187,ZONING
34188,JUST CAUSE EVICTION
34189,ZONING
34190,ZONING
34191,ZONING
34192,ZONING
34193,SITE
34194,ZONING
34195,CONDO/COOP CONVERSION
34196,
34197,BUILDING
34198,ZONING
34199,ZONING
34200,WEEDS AND VEGETATION
34201,ZONING
34202,ZONING
34203,ZONING
34204,ZONING
34205,HOUSING
34206,ZONING
34207,HOUSING
34208,HOUSING
34209,PRESALE
34210,BUILDING
34211,HOUSING
34212,HOUSING
34213,HOUSING
34214,CONDO/COOP CONVERSION
34215,WEEDS AND VEGETATION
34216,WEEDS AND VEGETATION
34217,WEEDS AND VEGETATION
34218,
34219,ZONING
34220,HOUSING
34221,HOUSING
34222,WEEDS AND VEGETATION
34223,WEEDS AND VEGETATION
34224,BUILDING
34225,BUILDING
34226,BUILDING
34227,ZONING
34228,ZONING
34229,VACANT BUILDING
34230,WEEDS AND VEGETATION
34231,ZONING
34232,ZONING
34233,WEEDS AND VEGETATION
34234,JUST CAUSE EVICTION
34235,ZONING
34236,BUILDING
34237,HOUSING
34238,WEEDS AND VEGETATION
34239,
34240,ZONING
34241,ZONING
34242,HOUSING
34243,ZONING
34244,ZONING
34245,BUILDING
34246,PRESALE
34247,BUILDING AND PREMISES
34248,ZONING
34249,WEEDS AND VEGETATION
34250,ZONING
34251,WEEDS AND VEGETATION
34252,ZONING
34253,ZONING
34254,SITE
34255,WEEDS AND VEGETATION
34256,BUILDING
34257,ZONING
34258,ZONING
34259,BUILDING
34260,BUILDING
34261,
34262,SITE
34263,BUILDING
34264,WEEDS AND VEGETATION
34265,VACANT BUILDING
34266,ZONING
34267,WEEDS AND VEGETATION
34268,VACANT BUILDING
34269,ZONING
34270,ZONING
34271,ZONING
34272,
34273,JUST CAUSE EVICTION
34274,ZONING
34275,ZONING
34276,BUILDING
34277,HOUSING
34278,BUILDING
34279,ZONING
34280,ZONING
34281,ZONING
34282,
34283,WEEDS AND VEGETATION
34284,ZONING
34285,ZONING
34286,ZONING
34287,ELECTRICAL
34288,ZONING
34289,VACANT BUILDING
34290,ZONING
34291,BUILDING
34292,ZONING
34293,ZONING
34294,ZONING
34295,
34296,BUILDING
34297,BUILDING
34298,ZONING
34299,HOUSING
34300,WEEDS AND VEGETATION
34301,ZONING
34302,HOUSING
34303,VACANT BUILDING
34304,ZONING
34305,ZONING
34306,WEEDS AND VEGETATION
34307,WEEDS AND VEGETATION
34308,WEEDS AND VEGETATION
34309,WEEDS AND VEGETATION
34310,
34311,WEEDS AND VEGETATION
34312,WEEDS AND VEGETATION
34313,HOUSING
34314,ZONING
34315,ZONING
34316,ZONING
34317,WEEDS AND VEGETATION
34318,ZONING
34319,ZONING
34320,ZONING
34321,ZONING
34322,WEEDS AND VEGETATION
34323,BUILDING
34324,WEEDS AND VEGETATION
34325,ZONING
34326,WEEDS AND VEGETATION
34327,WEEDS AND VEGETATION
34328,ZONING
34329,ZONING
34330,ZONING
34331,ZONING
34332,WEEDS AND VEGETATION
34333,WEEDS AND VEGETATION
34334,ZONING
34335,SITE
34336,SITE
