id,PermitType,PermitNumber,PerrmitStatus
810,Construction,6522149,Permit Issued
811,Construction,6510885,Application Accepted
812,Construction,6513575,Application Accepted
813,Construction,6516404,Application Accepted
814,Construction,6505767,Application Accepted
815,Construction,6526539,Permit Issued
816,Construction,6525808,Permit Issued
817,Construction,6516627,Permit Issued
818,Construction,6526482,Permit Issued
819,Construction,6526289,Permit Issued
820,Construction,6526466,Permit Issued
821,Construction,6523396,Permit Issued
822,Construction,6518884,Permit Issued
823,Construction,6511667,Application Accepted
824,Construction,6508069,Application Accepted
825,Construction,6514093,Application Accepted
826,Construction,6514383,Application Accepted
827,Construction,6520823,Application Accepted
828,Construction,6520823,Application Accepted
829,Construction,6526179,Application Accepted
830,Construction,6526179,Application Accepted
831,Construction,6526178,Application Accepted
832,Demolition,6526286,Permit Issued
833,Construction,6526095,Permit Issued
834,Construction,6526306,Permit Issued
835,Construction,6526309,Permit Issued
836,Construction,6503447,Application Accepted
837,Construction,6511012,Application Accepted
838,Construction,6513368,Reviews Completed
839,Construction,6510027,Reviews Completed
840,Demolition,6525296,Reviews Completed
841,Construction,6526297,Permit Issued
842,Construction,6472661,Application Accepted
843,Construction,6512351,Application Accepted
844,Construction,6520710,Application Accepted
845,Construction,6520840,Application Accepted
846,Construction,6515292,Application Accepted
847,Construction,6512413,Application Accepted
848,Construction,6513900,Application Accepted
849,Construction,6512625,Application Accepted
850,Construction,6503328,Application Accepted
851,Demolition,6521842,Permit Issued
852,Construction,6526193,Permit Issued
853,Construction,6526193,Permit Issued
854,Construction,6525969,Permit Issued
855,Construction,6526173,Permit Issued
856,Construction,6509849,Application Accepted
857,Construction,6494716,Application Accepted
858,Construction,6520646,Reviews Completed
859,Construction,6523159,Application Accepted
860,Construction,6517079,Reviews Completed
861,Construction,6517041,Application Accepted
862,Construction,6521426,Permit Issued
863,Construction,6486870,Application Accepted
864,Construction,6456829,Application Accepted
865,Construction,6524419,Permit Issued
866,Construction,6524415,Permit Issued
867,Construction,6526057,Permit Issued
868,Construction,6526050,Permit Issued
869,Construction,6523875,Permit Issued
870,Construction,6526041,Permit Issued
871,Construction,6506460,Application Accepted
872,Construction,6495522,Permit Issued
873,Construction,6526009,Permit Issued
874,Construction,6526021,Permit Issued
875,Construction,6520310,Permit Issued
876,Construction,6526010,Permit Issued
877,Construction,6505533,Application Accepted
878,Construction,6519801,Permit Issued
879,Construction,6526000,Permit Closed
880,Construction,6525663,Permit Issued
881,Construction,6524855,Application Accepted
882,Construction,6524855,Application Accepted
883,Construction,6525750,Reviews Completed
884,Construction,6521174,Reviews Completed
885,Construction,6458551,Application Accepted
886,Construction,6518067,Application Accepted
887,Construction,6510514,Permit Issued
888,Demolition,6525658,Reviews Completed
889,Construction,6525913,Permit Closed
890,Construction,6499942,Application Accepted
891,Construction,6524824,Permit Issued
892,Demolition,6471631,Application Accepted
893,Construction,6488729,Application Accepted
894,Construction,6525882,Reviews Completed
895,Construction,6517406,Permit Issued
896,Construction,6517406,Permit Issued
897,Demolition,6525611,Permit Issued
898,Demolition,6525611,Permit Issued
899,Construction,6525609,Permit Issued
900,Construction,6525610,Permit Issued
901,Construction,6525609,Permit Issued
902,Construction,6525610,Permit Issued
903,Construction,6523949,Application Accepted
904,Construction,6523949,Application Accepted
905,Construction,6495635,Application Accepted
906,Construction,6510073,Application Accepted
907,Construction,6510073,Application Accepted
908,Demolition,6525844,Reviews Completed
909,Demolition,6525844,Reviews Completed
910,Site Development,6524075,AP Closed
911,Construction,6525831,Permit Issued
912,Construction,6525792,Permit Issued
913,Construction,6520709,Application Accepted
914,Demolition,6525780,Reviews Completed
915,Construction,6520139,Application Accepted
916,Construction,6522118,Application Accepted
917,Construction,6510399,Application Accepted
918,Construction,6519616,Application Accepted
919,Construction,6525418,Permit Issued
920,Construction,6525755,Permit Issued
921,Construction,6525755,Permit Issued
922,Demolition,6517891,Application Accepted
923,Construction,6513441,Permit Issued
924,Construction,6513444,Application Accepted
925,Construction,6525768,Permit Issued
926,Construction,6525752,Permit Issued
927,Construction,6525762,Permit Issued
928,Construction,6525758,Permit Issued
929,Construction,6525735,Reviews Completed
930,Construction,6525723,Permit Issued
931,Construction,6525686,Permit Issued
932,Construction,6514190,Permit Issued
933,Construction,6453524,Application Accepted
934,Construction,6496173,Application Accepted
935,Construction,6517752,Permit Issued
936,Construction,6510602,Application Accepted
937,Construction,6525479,Permit Issued
938,Construction,6479922,Application Accepted
939,Construction,6525530,Permit Issued
940,Construction,6477855,Application Accepted
941,Demolition,6525588,Permit Issued
942,Construction,6279652,Permit Issued
943,Construction,6279652,Permit Issued
944,Construction,6279652,Permit Issued
945,Construction,6525536,Permit Issued
946,Construction,6524882,Permit Issued
947,Construction,6508897,Application Accepted
948,Construction,6513165,Application Accepted
949,Construction,6525524,Permit Issued
950,Construction,6524291,Permit Issued
951,Construction,6446420,Application Accepted
952,Construction,6525512,Permit Issued
953,Construction,6524928,Permit Issued
954,Construction,6509477,Application Accepted
955,Construction,6513529,Application Accepted
956,Construction,6525478,Permit Issued
957,Construction,6501208,Application Accepted
958,Construction,6501208,Application Accepted
959,Construction,6525326,Application Accepted
960,Demolition,6525330,Reviews Completed
961,Construction,6522101,Permit Issued
962,Construction,6184361,
963,Construction,6525467,Permit Issued
964,Construction,6524520,Permit Issued
965,Construction,6514094,Permit Issued
966,Construction,6524610,Permit Issued
967,Construction,6525435,Permit Issued
968,Construction,6503262,Permit Issued
969,Construction,6525423,Permit Issued
970,Construction,6499705,Application Accepted
971,Construction,6474157,Application Accepted
972,Construction,6518517,Application Accepted
973,Construction,6520847,Application Accepted
974,Construction,6510449,Application Accepted
975,Construction,6508082,Application Accepted
976,Demolition,6525371,Reviews Completed
977,Construction,6518250,Application Accepted
978,Construction,6518250,Application Accepted
979,Demolition,6524734,Reviews Completed
980,Construction,6519548,Application Accepted
981,Site Development,6523889,AP Closed
982,Construction,6525383,Permit Issued
983,Demolition,6523402,Reviews Completed
984,Construction,6525379,Application Accepted
985,Construction,6518853,Permit Issued
986,Construction,6519557,Reviews Completed
987,Construction,6522681,Permit Issued
988,Construction,6502116,Application Accepted
989,Construction,6511956,Application Accepted
990,Construction,6518460,Application Accepted
991,Construction,6522671,Permit Issued
992,Construction,6522671,Permit Issued
993,Construction,6522671,Permit Issued
994,Construction,6525350,Permit Issued
995,Construction,6522328,Permit Issued
996,Construction,6525321,Permit Finaled
997,Construction,6525325,Permit Issued
998,Construction,6525328,Reviews Completed
999,Construction,6516259,Permit Issued
1000,Construction,6522918,Permit Issued
1001,Construction,6489499,Permit Issued
1002,Construction,6525305,Application Accepted
1003,Construction,6513653,Application Accepted
1004,Construction,6520879,Permit Issued
1005,Demolition,6523980,Reviews Completed
1006,Demolition,6523979,Reviews Completed
1007,Construction,6483893,Application Accepted
1008,Construction,6525251,Permit Issued
