id,Application Permit,Action Type,Work Type,Value,Location_id
21444,6374209,ADD/ALT,Plan Review,$72000.00,0
23382,6374210,ADD/ALT,No plan review,$40000.00,0
23381,6374221,ADD/ALT,No plan review,$10000.00,0
23371,6374227,ADD/ALT,Plan Review,$25000.00,0
23378,6374234,NEW,Plan Review,$435612.00,0
23373,6374235,DEMOLITION,No plan review,$0.00,0
17872,6374245,ADD/ALT,Plan Review,$30000.00,0
20908,6374247,ADD/ALT,Plan Review,$60000.00,0
23379,6374252,ADD/ALT,No plan review,$5000.00,0
18495,6374260,NEW,Plan Review,$254864.00,0
21540,6374263,NEW,Plan Review,$325257.00,0
20931,6374318,ADD/ALT,Plan Review,$170000.00,0
23358,6374339,ADD/ALT,No plan review,$26096.00,0
47477,6374344,GRADING,Plan Review,$0.00,0
23061,6374346,ADD/ALT,No plan review,$7500.00,0
23143,6374350,ADD/ALT,No plan review,$55000.00,0
22287,6374351,NEW,Plan Review,$1920000.00,0
23357,6374357,ADD/ALT,No plan review,$1000.00,0
42308,6374359,NEW,Plan Review,$33000.00,0
20198,6374361,DEMOLITION,Plan Review,$0.00,0
22410,6374364,NEW,Plan Review,$393801.00,0
23327,6374366,ADD/ALT,No plan review,$100000.00,0
23353,6374376,ADD/ALT,No plan review,$50000.00,0
23354,6374379,ADD/ALT,No plan review,$100000.00,0
23350,6374388,ADD/ALT,Plan Review,$60000.00,0
22598,6374395,NEW,Plan Review,$345081.00,0
43489,6374398,NEW,Plan Review,$0.00,0
14589,6374401,NEW,Plan Review,$4921956.00,0
23319,6374406,ADD/ALT,Plan Review,$200000.00,0
14847,6374407,ADD/ALT,Plan Review,$75000.00,0
22558,6374409,ADD/ALT,Plan Review,$5000.00,0
23348,6374423,ADD/ALT,No plan review,$81430.00,0
40469,6374439,NEW,Plan Review,$0.00,0
22748,6374440,ADD/ALT,Plan Review,$120000.00,0
23147,6374445,ADD/ALT,Plan Review,$195000.00,0
21927,6374469,NEW,Plan Review,$454613.00,0
21429,6374470,NEW,Plan Review,$200000.00,0
22473,6374483,ADD/ALT,Plan Review,$1000.00,0
22939,6374495,DEMOLITION,No plan review,$0.00,0
23345,6374498,TEMP,Plan Review,$0.00,0
23044,6374510,NEW,Plan Review,$464645.00,0
22984,6374511,NEW,Plan Review,$448904.00,0
23043,6374512,NEW,Plan Review,$185049.00,0
48293,6374513,NEW,Plan Review,$0.00,0
22272,6374514,NEW,Plan Review,$227063.00,0
23048,6374515,NEW,Plan Review,$375298.00,0
23047,6374516,NEW,Plan Review,$579190.00,0
23045,6374517,NEW,Plan Review,$185049.00,0
22062,6374518,ADD/ALT,Plan Review,$90000.00,0
23312,6374535,ADD/ALT,No plan review,$7500.00,0
23329,6374572,ADD/ALT,No plan review,$1.00,0
23250,6374574,ADD/ALT,Plan Review,$27000.00,0
23330,6374576,ADD/ALT,No plan review,$2500.00,0
46654,6374577,NEW,Plan Review,$0.00,0
23328,6374584,ADD/ALT,No plan review,$2000.00,0
19166,6374586,NEW,Plan Review,$13152775.00,0
22534,6374587,NEW,Plan Review,$12100000.00,0
21818,6374595,NEW,Plan Review,$1.00,0
17884,6374597,ADD/ALT,No plan review,$175000.00,0
48779,6374602,,Plan Review,$0.00,0
23326,6374608,ADD/ALT,No plan review,$15000.00,0
23325,6374615,DEMOLITION,No plan review,$0.00,0
23324,6374619,CURB CUT,No plan review,$0.00,0
23235,6374620,ADD/ALT,Plan Review,$99000.00,0
22725,6374625,ADD/ALT,Plan Review,$10530.00,0
23323,6374627,ALTER,Plan Review,$235170.00,0
22514,6374628,ADD/ALT,Plan Review,$30000.00,0
21573,6374632,ADD/ALT,Plan Review,$15000.00,0
23322,6374633,ADD/ALT,No plan review,$10000.00,0
21939,6374635,NEW,Plan Review,$323044.00,0
21940,6374639,NEW,Plan Review,$328251.00,0
23318,6374646,ADD/ALT,No plan review,$11000.00,0
23317,6374649,ADD/ALT,No plan review,$15000.00,0
13430,6374651,ADD/ALT,Plan Review,$1000.00,0
23315,6374656,ADD/ALT,No plan review,$600.00,0
23042,6374672,ADD/ALT,No plan review,$40000.00,0
23279,6374674,ADD/ALT,No plan review,$100000.00,0
22616,6374675,ADD/ALT,Plan Review,$2085000.00,0
23311,6374681,ADD/ALT,No plan review,$21500.00,0
23306,6374690,ADD/ALT,No plan review,$2000.00,0
23310,6374698,ADD/ALT,No plan review,$100000.00,0
23309,6374702,CURB CUT,No plan review,$0.00,0
22663,6374705,ADD/ALT,Plan Review,$350000.00,0
23305,6374710,ADD/ALT,No plan review,$12000.00,0
45281,6374713,DEMOLITION,No plan review,$0.00,0
23030,6374719,ADD/ALT,Plan Review,$20000.00,0
21912,6374721,ADD/ALT,Plan Review,$190000.00,0
22297,6374725,DEMOLITION,No plan review,$0.00,0
22765,6374739,ADD/ALT,No plan review,$30000.00,0
22760,6374742,ADD/ALT,No plan review,$32000.00,0
22746,6374743,ADD/ALT,No plan review,$19000.00,0
42155,6374744,ADD/ALT,Plan Review,$0.00,0
22143,6374746,ADD/ALT,Plan Review,$25000.00,0
23142,6374748,ADD/ALT,No plan review,$49269.00,0
22521,6374768,ADD/ALT,Plan Review,$89000.00,0
13019,6374770,NEW,Plan Review,$9859368.00,0
49807,6374777,ADD/ALT,Plan Review,$0.00,0
23254,6374779,ADD/ALT,No plan review,$30000.00,0
49517,6374782,,Plan Review,$0.00,0
4381,6374794,NEW,Plan Review,$5812848.00,0
22269,6374808,NEW,Plan Review,$150000.00,0
23283,6374818,ADD/ALT,No plan review,$100000.00,0
23276,6374820,NEW,Plan Review,$243338.00,0
23275,6374821,NEW,Plan Review,$254810.00,0
23273,6374822,NEW,Plan Review,$265663.00,0
23274,6374823,NEW,Plan Review,$254810.00,0
23272,6374824,NEW,Plan Review,$265663.00,0
23271,6374825,NEW,Plan Review,$254810.00,0
23270,6374826,NEW,Plan Review,$247072.00,0
23282,6374827,ADD/ALT,No plan review,$81450.00,0
23278,6374841,ADD/ALT,No plan review,$50000.00,0
23215,6374844,ADD/ALT,Plan Review,$21606.00,0
23269,6374851,ADD/ALT,No plan review,$5000.00,0
23268,6374857,ADD/ALT,No plan review,$7000.00,0
23266,6374861,DEMOLITION,No plan review,$0.00,0
22771,6374863,ADD/ALT,No plan review,$150000.00,0
22119,6374865,NEW,Plan Review,$344359.00,0
21330,6374866,ADD/ALT,No plan review,$72500.00,0
23264,6374872,DEMOLITION,No plan review,$0.00,0
49956,6374884,ADD/ALT,Plan Review,$0.00,0
22394,6374887,ADD/ALT,Plan Review,$96060.00,0
22583,6374904,ADD/ALT,Plan Review,$462500.00,0
22462,6374906,NEW,Plan Review,$324931.00,0
22639,6374929,ADD/ALT,Plan Review,$225000.00,0
22331,6374931,NEW,Plan Review,$216000.00,0
22533,6374943,ADD/ALT,Plan Review,$25000.00,0
20632,6374944,NEW,Plan Review,$360713.00,0
40592,6374947,NEW,Plan Review,$0.00,0
40516,6374949,NEW,Plan Review,$0.00,0
22378,6374951,NEW,Plan Review,$412535.00,0
41834,6374953,NEW,Plan Review,$0.00,0
21733,6374992,ADD/ALT,Plan Review,$200000.00,0
22172,6375003,NEW,Plan Review,$1027212.00,0
22517,6375017,ADD/ALT,Plan Review,$100000.00,0
40601,6375023,,Plan Review,$0.00,0
22641,6375041,ADD/ALT,Plan Review,$175000.00,0
23259,6375042,DEMOLITION,No plan review,$0.00,0
15960,6375062,NEW,Plan Review,$311559.00,0
40646,6375069,NEW,Plan Review,$0.00,0
21489,6375072,ADD/ALT,Plan Review,$15038.00,0
22114,6375076,ADD/ALT,No plan review,$6558.00,0
13800,6375078,NEW,Plan Review,$257129.00,0
22788,6375081,NEW,Plan Review,$383129.00,0
20753,6375089,NEW,Plan Review,$827482.00,0
23257,6375093,ADD/ALT,No plan review,$1000.00,0
17941,6375096,ADD/ALT,Plan Review,$404280.00,0
40453,6375097,ADD/ALT,Plan Review,$0.00,0
40339,6375098,NEW,Plan Review,$0.00,0
23255,6375104,ADD/ALT,No plan review,$9500.00,0
23179,6375107,DEMOLITION,No plan review,$0.00,0
20773,6375108,ADD/ALT,Plan Review,$45193.00,0
23252,6375115,ADD/ALT,No plan review,$3000.00,0
40544,6375139,DEMOLITION,No plan review,$0.00,0
23249,6375148,ADD/ALT,No plan review,$17500.00,0
23248,6375155,ADD/ALT,No plan review,$138000.00,0
20890,6375161,NEW,Plan Review,$572235.00,0
21824,6375168,NEW,Plan Review,$381745.00,0
23203,6375172,ADD/ALT,No plan review,$228000.00,0
20326,6375195,NEW,Plan Review,$315000.00,0
48150,6375206,,Plan Review,$0.00,0
13170,6375210,ADD/ALT,Plan Review,$2450293.00,0
17878,6375211,ADD/ALT,Plan Review,$250000.00,0
50407,6375215,,Plan Review,$0.00,0
22522,6375219,ADD/ALT,Plan Review,$18000.00,0
22056,6375269,NEW,Plan Review,$543229.00,0
22159,6375270,NEW,Plan Review,$341934.00,0
21101,6375271,NEW,Plan Review,$368576.00,0
40531,6375272,NEW,Plan Review,$0.00,0
21946,6375273,NEW,Plan Review,$699066.00,0
23194,6375280,NEW,Plan Review,$746040.00,0
23193,6375281,DEMOLITION,No plan review,$0.00,0
20188,6375282,NEW,Plan Review,$591426.00,0
23242,6375283,ADD/ALT,No plan review,$25000.00,0
23241,6375287,ADD/ALT,No plan review,$5000.00,0
23239,6375290,ADD/ALT,No plan review,$91617.00,0
23238,6375296,ADD/ALT,No plan review,$8000.00,0
18844,6375297,NEW,Plan Review,$377471.00,0
22193,6375307,ADD/ALT,Plan Review,$310000.00,0
23236,6375308,ADD/ALT,No plan review,$21000.00,0
9919,6375322,NEW,Plan Review,$48910.00,0
23159,6375327,DEMOLITION,No plan review,$0.00,0
23234,6375328,ADD/ALT,No plan review,$30000.00,0
23233,6375333,ADD/ALT,No plan review,$115000.00,0
19586,6375334,NEW,Plan Review,$421525.00,0
22554,6375335,ADD/ALT,Plan Review,$15000.00,0
41826,6375337,ADD/ALT,No plan review,$1000.00,0
19484,6375339,NEW,Plan Review,$16777206.00,0
22352,6375346,ADD/ALT,Plan Review,$125000.00,0
23229,6375349,ADD/ALT,No plan review,$25000.00,0
23228,6375354,CURB CUT,No plan review,$0.00,0
18544,6375356,ADD/ALT,No plan review,$12500.00,0
21460,6375361,ADD/ALT,Plan Review,$25000.00,0
22687,6375362,NEW,Plan Review,$315671.00,0
23227,6375370,ADD/ALT,No plan review,$80000.00,0
23226,6375374,ADD/ALT,No plan review,$8000.00,0
22290,6375384,ADD/ALT,Plan Review,$30000.00,0
45524,6375391,ADD/ALT,Plan Review,$0.00,0
23224,6375393,ADD/ALT,No plan review,$30000.00,0
22322,6375395,ADD/ALT,No plan review,$868.00,0
23223,6375406,ALTER,Plan Review,$50000.00,0
16749,6375409,ADD/ALT,Plan Review,$70000.00,0
23222,6375413,ADD/ALT,No plan review,$10000.00,0
23221,6375423,ADD/ALT,No plan review,$90000.00,0
23220,6375424,ALTER,Plan Review,$10000.00,0
22201,6375425,NEW,Plan Review,$167662.00,0
23218,6375427,ADD/ALT,No plan review,$44098.00,0
18998,6375452,NEW,Plan Review,$941312.00,0
22465,6375458,ADD/ALT,Plan Review,$29145.00,0
23072,6375459,NEW,Plan Review,$265809.00,0
22248,6375468,ADD/ALT,Plan Review,$200000.00,0
22595,6375470,ADD/ALT,Plan Review,$4000.00,0
22711,6375471,ADD/ALT,Plan Review,$3500.00,0
22719,6375474,ADD/ALT,Plan Review,$4500.00,0
22718,6375476,ADD/ALT,Plan Review,$5750.00,0
22717,6375477,ADD/ALT,Plan Review,$4250.00,0
23175,6375481,DEMOLITION,No plan review,$0.00,0
22169,6375501,ADD/ALT,No plan review,$60000.00,0
21828,6375507,ADD/ALT,Plan Review,$600000.00,0
22789,6375520,NEW,Plan Review,$700000.00,0
17456,6375530,ADD/ALT,No plan review,$34342.00,0
21907,6375535,DEMOLITION,No plan review,$0.00,0
22167,6375541,ADD/ALT,Plan Review,$195000.00,0
23210,6375546,ADD/ALT,No plan review,$300.00,0
23207,6375547,ADD/ALT,No plan review,$27763.00,0
23024,6375550,ADD/ALT,No plan review,$20000.00,0
22463,6375555,ADD/ALT,No plan review,$30000.00,0
49372,6375556,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23208,6375558,ADD/ALT,No plan review,$22831.00,0
23119,6375561,ADD/ALT,No plan review,$45000.00,0
22757,6375567,DEMOLITION,No plan review,$0.00,0
23204,6375572,ADD/ALT,No plan review,$20000.00,0
23206,6375573,ALTER,Plan Review,$7000.00,0
22738,6375576,ADD/ALT,No plan review,$75000.00,0
21968,6375589,ADD/ALT,Plan Review,$25000.00,0
23202,6375590,ADD/ALT,No plan review,$40000.00,0
23200,6375591,ADD/ALT,No plan review,$480000.00,0
22756,6375596,DEMOLITION,No plan review,$0.00,0
23199,6375598,ALTER,Plan Review,$160000.00,0
23197,6375599,ADD/ALT,No plan review,$50000.00,0
41641,6375610,NEW,Plan Review,$0.00,0
23189,6375614,ADD/ALT,No plan review,$5000.00,0
23139,6375617,ADD/ALT,Plan Review,$200000.00,0
22436,6375638,ADD/ALT,Plan Review,$79110.00,0
22617,6375644,ADD/ALT,No plan review,$60000.00,0
40690,6375651,ADD/ALT,Plan Review,$0.00,0
22672,6375658,NEW,Plan Review,$349581.00,0
49472,6375664,ADD/ALT,Plan Review,$25000.00,0
23145,6375668,ADD/ALT,No plan review,$35000.00,0
40526,6375669,NEW,Plan Review,$0.00,0
23137,6375671,ADD/ALT,No plan review,$21500.00,0
23144,6375673,ALTER,Plan Review,$201867.00,0
19317,6375679,ADD/ALT,Plan Review,$75000.00,0
23140,6375681,ADD/ALT,No plan review,$75000.00,0
40665,6375684,ADD/ALT,Plan Review,$0.00,0
22519,6375685,ADD/ALT,Plan Review,$64259.00,0
23138,6375687,ADD/ALT,No plan review,$7500.00,0
41027,6375693,ADD/ALT,Plan Review,$0.00,0
21302,6375697,ADD/ALT,Plan Review,$850000.00,0
40480,6375702,NEW,Plan Review,$0.00,0
17006,6375711,ADD/ALT,Plan Review,$1157182.00,0
19709,6375723,ADD/ALT,No plan review,$23333.00,0
16234,6375724,NEW,Plan Review,$299521.00,0
23123,6375730,ADD/ALT,Plan Review,$12000.00,0
23134,6375731,ADD/ALT,No plan review,$12000.00,0
23133,6375737,ADD/ALT,No plan review,$17000.00,0
22245,6375738,ADD/ALT,Plan Review,$60000.00,0
23132,6375741,ADD/ALT,No plan review,$15000.00,0
18428,6375744,ADD/ALT,No plan review,$5000.00,0
17653,6375746,ADD/ALT,No plan review,$50000.00,0
22292,6375749,DEMOLITION,No plan review,$0.00,0
20289,6375750,NEW,Plan Review,$10000.00,0
40482,6375761,NEW,Plan Review,$0.00,0
22851,6375766,ADD/ALT,No plan review,$2500.00,0
22548,6375769,ADD/ALT,No plan review,$23333.00,0
47436,6375772,ADD/ALT,Plan Review,$0.00,0
43679,6375773,ADD/ALT,Plan Review,$0.00,0
22531,6375775,ADD/ALT,No plan review,$23333.00,0
22286,6375776,NO CONSTRUCTION,Plan Review,$0.00,0
21192,6375789,ADD/ALT,Plan Review,$150000.00,0
22814,6375794,ADD/ALT,No plan review,$17940.00,0
23122,6375802,ADD/ALT,No plan review,$10000.00,0
21661,6375806,ADD/ALT,Plan Review,$55000.00,0
45135,6375813,ADD/ALT,Plan Review,$0.00,0
23015,6375815,ADD/ALT,No plan review,$10000.00,0
21669,6375816,NEW,Plan Review,$619654.00,0
23116,6375847,ADD/ALT,No plan review,$15000.00,0
22535,6375851,ADD/ALT,No plan review,$38000.00,0
23113,6375852,ALTER,Plan Review,$190000.00,0
19873,6375854,NEW,Plan Review,$19330650.00,0
40626,6375862,ADD/ALT,Plan Review,$0.00,0
22300,6375868,ADD/ALT,No plan review,$12000.00,0
22603,6375871,ADD/ALT,Plan Review,$10000.00,0
21732,6375874,ADD/ALT,Plan Review,$10000.00,0
21967,6375891,ADD/ALT,Plan Review,$250000.00,0
22383,6375892,ADD/ALT,No plan review,$25000.00,0
47428,6375894,,Plan Review,$0.00,0
46377,6375895,ADD/ALT,Plan Review,$8000.00,0
20521,6375905,ADD/ALT,Plan Review,$1700000.00,0
23099,6375906,ADD/ALT,No plan review,$10000.00,0
22177,6375916,ADD/ALT,Plan Review,$17861.00,0
23100,6375917,ADD/ALT,No plan review,$2953.00,0
23102,6375918,ALTER,Plan Review,$160000.00,0
23101,6375920,ADD/ALT,No plan review,$2200.00,0
22449,6375921,ADD/ALT,Plan Review,$60000.00,0
21293,6375930,NEW,Plan Review,$530694.00,0
23097,6375938,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23098,6375940,ADD/ALT,No plan review,$6000.00,0
22536,6375944,ADD/ALT,No plan review,$45000.00,0
23021,6375955,ADD/ALT,No plan review,$10000.00,0
23092,6375957,ADD/ALT,No plan review,$10000.00,0
22904,6375961,ADD/ALT,No plan review,$20000.00,0
23019,6375963,ADD/ALT,No plan review,$30000.00,0
23094,6375966,ALTER,Plan Review,$181000.00,0
23055,6375968,ADD/ALT,No plan review,$1086.00,0
22093,6375969,NEW,Plan Review,$367262.00,0
23091,6375978,ADD/ALT,No plan review,$18000.00,0
22943,6375982,ADD/ALT,No plan review,$220000.00,0
22585,6375996,ADD/ALT,No plan review,$20000.00,0
20411,6375998,ADD/ALT,Plan Review,$1000.00,0
22387,6376002,ADD/ALT,Plan Review,$175497.00,0
22483,6376004,ADD/ALT,Plan Review,$142397.00,0
22618,6376024,ADD/ALT,Plan Review,$80000.00,0
22686,6376068,ADD/ALT,Plan Review,$20000.00,0
22601,6376069,ADD/ALT,Plan Review,$17500.00,0
22466,6376070,ADD/ALT,Plan Review,$12000.00,0
21138,6376091,ADD/ALT,Plan Review,$192352.00,0
23085,6376092,ADD/ALT,No plan review,$2000.00,0
47390,6376098,,Plan Review,$0.00,0
22012,6376101,ADD/ALT,Plan Review,$42000.00,0
22824,6376116,ADD/ALT,Plan Review,$4000.00,0
22905,6376125,DEMOLITION,Plan Review,$0.00,0
23084,6376129,ADD/ALT,No plan review,$16499.00,0
21859,6376131,ADD/ALT,Plan Review,$40000.00,0
19391,6376133,ADD/ALT,No plan review,$2000.00,0
23070,6376144,ADD/ALT,Plan Review,$4000.00,0
6698,6376150,NEW,Plan Review,$817409.00,0
23083,6376152,ADD/ALT,No plan review,$2000.00,0
22926,6376156,DEMOLITION,No plan review,$0.00,0
22652,6376165,ADD/ALT,Plan Review,$170000.00,0
23080,6376167,ADD/ALT,No plan review,$75000.00,0
23077,6376169,ADD/ALT,No plan review,$75000.00,0
23079,6376173,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23075,6376180,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
22917,6376187,ADD/ALT,No plan review,$45000.00,0
23074,6376189,ADD/ALT,No plan review,$58000.00,0
22507,6376192,ADD/ALT,No plan review,$43118.00,0
22586,6376198,ADD/ALT,No plan review,$1000.00,0
22166,6376201,ADD/ALT,Plan Review,$22900.00,0
22203,6376208,ADD/ALT,Plan Review,$81656.00,0
23069,6376218,ADD/ALT,No plan review,$8000.00,0
45512,6376219,ADD/ALT,Plan Review,$0.00,0
48014,6376233,ADD/ALT,Plan Review,$0.00,0
45194,6376237,ADD/ALT,Plan Review,$0.00,0
20724,6376247,ADD/ALT,Plan Review,$387000.00,0
22997,6376252,DEMOLITION,No plan review,$0.00,0
23062,6376274,ADD/ALT,No plan review,$130000.00,0
23064,6376275,ADD/ALT,No plan review,$9000.00,0
22471,6376278,ADD/ALT,Plan Review,$90000.00,0
23037,6376280,ADD/ALT,Plan Review,$82000.00,0
22110,6376287,ADD/ALT,No plan review,$4500.00,0
23063,6376288,ADD/ALT,No plan review,$4800.00,0
18665,6376298,GRADING,Plan Review,$10000.00,0
22910,6376302,ADD/ALT,No plan review,$2000.00,0
22653,6376303,ADD/ALT,No plan review,$30000.00,0
9891,6376308,ADD/ALT,Plan Review,$3025620.00,0
23060,6376314,ADD/ALT,No plan review,$5000.00,0
22938,6376321,ADD/ALT,No plan review,$40000.00,0
23054,6376330,ADD/ALT,No plan review,$75000.00,0
23017,6376332,ADD/ALT,No plan review,$65000.00,0
23058,6376343,ADD/ALT,No plan review,$50000.00,0
22200,6376345,ADD/ALT,Plan Review,$125000.00,0
23056,6376356,ALTER,Plan Review,$299000.00,0
21991,6376360,ADD/ALT,Plan Review,$9379.00,0
23053,6376364,ADD/ALT,No plan review,$45000.00,0
23052,6376367,ADD/ALT,No plan review,$7000.00,0
19837,6376379,ADD/ALT,Plan Review,$1200000.00,0
23041,6376388,ADD/ALT,No plan review,$100000.00,0
23040,6376394,ADD/ALT,No plan review,$100000.00,0
23038,6376397,ADD/ALT,No plan review,$4000.00,0
21503,6376399,ADD/ALT,Plan Review,$10000000.00,0
22896,6376410,ADD/ALT,Plan Review,$20300.00,0
22431,6376430,ADD/ALT,Plan Review,$250000.00,0
23033,6376432,DEMOLITION,No plan review,$0.00,0
21900,6376443,NEW,Plan Review,$425167.00,0
21899,6376444,NEW,Plan Review,$425172.00,0
22281,6376448,ADD/ALT,Plan Review,$6300.00,0
22101,6376458,NEW,Plan Review,$385035.00,0
22090,6376459,NEW,Plan Review,$393592.00,0
21431,6376461,NEW,Plan Review,$344081.00,0
22937,6376463,ADD/ALT,No plan review,$11000.00,0
23002,6376471,ADD/ALT,No plan review,$4500.00,0
22487,6376479,NEW,Plan Review,$2000.00,0
22485,6376481,NEW,Plan Review,$2000.00,0
22161,6376494,ADD/ALT,Plan Review,$130000.00,0
22395,6376498,ADD/ALT,No plan review,$40000.00,0
23025,6376511,ADD/ALT,No plan review,$1.00,0
22955,6376515,ADD/ALT,No plan review,$400.00,0
23023,6376516,ADD/ALT,No plan review,$5000.00,0
22959,6376520,DEMOLITION,No plan review,$0.00,0
22428,6376527,ADD/ALT,Plan Review,$100000.00,0
23020,6376534,ADD/ALT,No plan review,$30000.00,0
22864,6376541,ADD/ALT,Plan Review,$162500.00,0
21854,6376542,ADD/ALT,Plan Review,$100000.00,0
23018,6376550,ADD/ALT,No plan review,$40000.00,0
22175,6376567,ADD/ALT,No plan review,$80000.00,0
22755,6376569,DEMOLITION,No plan review,$0.00,0
23014,6376571,ADD/ALT,No plan review,$4000.00,0
23008,6376581,ADD/ALT,No plan review,$6000.00,0
21199,6376590,ADD/ALT,No plan review,$3473.00,0
20307,6376592,ADD/ALT,Plan Review,$75000.00,0
23012,6376610,GRADING,Plan Review,$3000.00,0
4247,6376612,DEMOLITION,No plan review,$0.00,0
23010,6376613,ADD/ALT,No plan review,$1975.00,0
23011,6376615,ADD/ALT,No plan review,$50000.00,0
49433,6376628,ADD/ALT,Plan Review,$0.00,0
23005,6376634,ADD/ALT,No plan review,$49000.00,0
23003,6376639,ADD/ALT,No plan review,$1.00,0
41685,6376654,ADD/ALT,Plan Review,$0.00,0
19867,6376658,ADD/ALT,Plan Review,$1000000.00,0
20907,6376662,ADD/ALT,Plan Review,$313651.00,0
18181,6376664,NEW,Plan Review,$474515.00,0
21619,6376667,DEMOLITION,No plan review,$0.00,0
22936,6376669,ADD/ALT,No plan review,$30000.00,0
40362,6376675,NEW,Plan Review,$0.00,0
21454,6376676,ADD/ALT,Plan Review,$10420.00,0
22944,6376696,NEW,No plan review,$3000.00,0
22995,6376697,DEMOLITION,No plan review,$0.00,0
22996,6376698,ADD/ALT,No plan review,$2500.00,0
22993,6376699,ADD/ALT,No plan review,$5000.00,0
22994,6376704,ADD/ALT,No plan review,$35000.00,0
20452,6376706,ADD/ALT,Plan Review,$25000.00,0
20575,6376708,NEW,Plan Review,$1800000.00,0
22858,6376715,ADD/ALT,No plan review,$75000.00,0
22341,6376724,ADD/ALT,Plan Review,$25000.00,0
22991,6376727,ADD/ALT,No plan review,$50000.00,0
21941,6376729,ADD/ALT,No plan review,$50000.00,0
22990,6376736,ADD/ALT,No plan review,$50000.00,0
22989,6376739,ADD/ALT,No plan review,$6000.00,0
22982,6376748,ADD/ALT,Plan Review,$5000.00,0
22987,6376752,ADD/ALT,Plan Review,$5000.00,0
22988,6376754,ADD/ALT,No plan review,$30000.00,0
22546,6376757,NEW,Plan Review,$184874.00,0
22544,6376758,NEW,Plan Review,$179833.00,0
15367,6376764,ADD/ALT,Plan Review,$30000.00,0
22976,6376765,ADD/ALT,No plan review,$7500.00,0
21032,6376766,ADD/ALT,Plan Review,$25000.00,0
22935,6376776,ADD/ALT,Plan Review,$10000.00,0
22695,6376781,ADD/ALT,No plan review,$50000.00,0
