id,application_permit,action_type,work_type,value,location_id
47442,6173463,,Plan Review,$0.00,47442
43317,6173622,ADD/ALT,Plan Review,$0.00,43317
44015,6173723,ADD/ALT,Plan Review,$98675.00,44015
49972,6174130,ADD/ALT,Plan Review,$0.00,49972
47389,6174133,ADD/ALT,Plan Review,$0.00,47389
38881,6174396,GRADING,Plan Review,$0.00,49317
48606,6174553,ADD/ALT,No plan review,$33000.00,48606
42657,6175084,ADD/ALT,Plan Review,$100000.00,42657
38879,6175146,ADD/ALT,Plan Review,$97400.00,49478
13730,6175482,ADD/ALT,Plan Review,$0.00,13730
38851,6175556,ADD/ALT,Plan Review,$175000.00,38851
38845,6175963,ADD/ALT,Plan Review,$74500.00,46788
36637,6175994,ADD/ALT,Plan Review,$150000.00,36637
45863,6176089,,Plan Review,$10000.00,45863
42622,6176329,NEW,Plan Review,$0.00,42622
37859,6176367,NEW,Plan Review,$747987.00,37860
41719,6176515,ADD/ALT,Plan Review,$11000.00,41719
41777,6176685,NEW,Plan Review,$0.00,41777
48209,6176690,,Plan Review,$0.00,48209
43753,6176899,,Plan Review,$0.00,43753
46853,6177420,ADD/ALT,Plan Review,$0.00,46853
41758,6178135,ADD/ALT,Plan Review,$0.00,41758
38846,6178587,,No plan review,$0.00,38847
38844,6178889,,No plan review,$0.00,38844
41836,6179054,NEW,Plan Review,$0.00,41836
38825,6179204,,No plan review,$0.00,38839
43471,6180503,,Plan Review,$0.00,43471
38819,6181152,,No plan review,$0.00,41536
38786,6181199,NEW,Plan Review,$212383.00,38786
25253,6181599,,Plan Review,$0.00,38584
38810,6182058,GRADING,Plan Review,$0.00,38810
47797,6182084,,Plan Review,$0.00,47797
38807,6182140,,No plan review,$0.00,47818
49524,6182219,ADD/ALT,Plan Review,$0.00,49524
37586,6182541,NEW,Plan Review,$566596.00,37586
38762,6182719,NEW,Plan Review,$1036516.00,42544
38760,6182937,ADD/ALT,Plan Review,$99398.00,38760
32625,6183107,ADD/ALT,Plan Review,$600000.00,32625
42063,6183299,ADD/ALT,Plan Review,$0.00,42063
48732,6183704,ADD/ALT,Plan Review,$1500.00,48732
44955,6183765,,No plan review,$0.00,44956
46094,6183793,ADD/ALT,Plan Review,$0.00,46096
27688,6183866,ADD/ALT,Plan Review,$0.00,27688
48369,6184132,ADD/ALT,Plan Review,$0.00,48387
42205,6184225,,Plan Review,$0.00,42205
50150,6184367,,Plan Review,$0.00,50154
38771,6184397,NEW,Plan Review,$144022.00,38771
38639,6184510,ADD/ALT,Plan Review,$90000.00,38639
43599,6184707,NEW,Plan Review,$0.00,43599
50346,6184898,CURB CUT,No plan review,$0.00,50425
41648,6185184,NEW,Plan Review,$0.00,41648
41827,6185293,ADD/ALT,Plan Review,$0.00,41827
43281,6185842,,Plan Review,$0.00,43282
38745,6185946,DEMOLITION,No plan review,$0.00,44530
38723,6186024,NEW,Plan Review,$1800000.00,48589
45149,6186153,NEW,Plan Review,$172013.00,45149
38718,6186264,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,41672
46523,6186435,,Plan Review,$0.00,46523
45169,6187627,,Plan Review,$0.00,45169
48588,6187820,NEW,Plan Review,$0.00,48589
47196,6188801,ADD/ALT,Plan Review,$0.00,47196
38700,6189274,NEW,Plan Review,$100681.00,38700
46800,6189755,ADD/ALT,Plan Review,$0.00,46800
49767,6189795,,Plan Review,$0.00,49771
38689,6189904,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38689
43738,6190417,NEW,Plan Review,$0.00,43738
48289,6191415,ADD/ALT,Plan Review,$0.00,48289
41923,6191691,NEW,Plan Review,$0.00,41923
38612,6191707,ADD/ALT,Plan Review,$30000.00,38612
38630,6191805,NEW,Plan Review,$246023.00,38630
38534,6191845,ADD/ALT,Plan Review,$150000.00,43616
49731,6192000,,Plan Review,$0.00,49732
38662,6192131,,No plan review,$0.00,38662
38572,6192154,ADD/ALT,Plan Review,$440000.00,38572
47599,6192568,ADD/ALT,Plan Review,$0.00,47599
42182,6192922,ADD/ALT,Plan Review,$0.00,42182
38283,6193296,NO CONSTRUCTION,Plan Review,$0.00,49329
47060,6193757,ADD/ALT,Plan Review,$0.00,47060
41209,6193800,NEW,Plan Review,$0.00,41209
44549,6193948,,Plan Review,$0.00,44549
47495,6193988,,Plan Review,$0.00,47495
41042,6194460,ADD/ALT,Plan Review,$0.00,41042
38642,6194557,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38642
41199,6194871,NEW,Plan Review,$0.00,41199
37537,6195368,ADD/ALT,Plan Review,$500000.00,46448
42541,6195597,,No plan review,$0.00,42544
37781,6197077,ADD/ALT,Plan Review,$600000.00,46078
47051,6197342,ADD/ALT,Plan Review,$0.00,47051
41988,6197747,ADD/ALT,Plan Review,$7000.00,41988
38481,6198011,NEW,Plan Review,$305840.00,38481
38524,6198073,NEW,Plan Review,$371207.00,38524
22340,6198137,ADD/ALT,Plan Review,$10000.00,22340
38563,6198849,NEW,Plan Review,$304467.00,46881
46448,6198929,,Plan Review,$0.00,46448
38536,6199821,NEW,Plan Review,$1133299.00,38536
41812,6200237,,No plan review,$0.00,41812
44805,6200274,NEW,Plan Review,$0.00,44805
44210,6200275,NEW,Plan Review,$0.00,44210
41930,6201355,GRADING,Plan Review,$0.00,41930
46218,6201786,NEW,Plan Review,$0.00,46218
37921,6201822,TEMP,Plan Review,$0.00,37921
43246,6202721,CURB CUT,Plan Review,$0.00,43246
50211,6202887,ADD/ALT,Plan Review,$0.00,50214
43307,6202910,ADD/ALT,Plan Review,$0.00,43307
37987,6203484,CURB CUT,No plan review,$0.00,37987
41939,6203929,ADD/ALT,Plan Review,$0.00,41939
48462,6204061,ADD/ALT,Plan Review,$0.00,48464
38526,6204219,NEW,Plan Review,$169831.00,38526
38519,6204393,NEW,Plan Review,$654314.00,38519
38499,6204741,ADD/ALT,Plan Review,$60000.00,48862
44609,6204788,,No plan review,$0.00,44609
38507,6205046,ALTER,Plan Review,$15000.00,50489
42990,6205251,NEW,Plan Review,$150000.00,42990
41587,6205781,ADD/ALT,Plan Review,$0.00,41587
45062,6205874,ADD/ALT,Plan Review,$0.00,45062
41907,6206314,,Plan Review,$0.00,41907
38233,6206725,NEW,Plan Review,$792286.00,38236
38478,6207808,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38478
49892,6208062,,Plan Review,$0.00,49903
38476,6208076,ADD/ALT,Plan Review,$50000.00,38476
44446,6208456,ADD/ALT,Plan Review,$0.00,44446
30507,6208501,ADD/ALT,No plan review,$5452.00,30507
47656,6210043,ADD/ALT,Plan Review,$0.00,47656
48243,6210264,NEW,Plan Review,$0.00,48243
38441,6210355,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38441
41172,6210528,,Plan Review,$0.00,41172
38465,6211393,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38465
38271,6211435,NEW,Plan Review,$429923.00,46174
44521,6211577,ADD/ALT,Plan Review,$0.00,44521
49138,6212091,ADD/ALT,No plan review,$0.00,49138
43865,6212100,,Plan Review,$0.00,43868
50433,6212156,ADD/ALT,Plan Review,$0.00,50433
43866,6212865,,Plan Review,$0.00,43868
29735,6213356,NEW,Plan Review,$0.00,29735
49725,6213365,ADD/ALT,Plan Review,$0.00,49726
41215,6213400,NEW,Plan Review,$0.00,41215
47838,6213710,NEW,Plan Review,$0.00,47838
44052,6213846,,Plan Review,$0.00,44052
38309,6214558,ADD/ALT,Plan Review,$50000.00,46631
38228,6214658,ADD/ALT,Plan Review,$30000.00,47796
41947,6215343,,Plan Review,$0.00,41947
38427,6215586,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38427
26853,6215870,DEMOLITION,No plan review,$0.00,38426
26869,6215871,DEMOLITION,No plan review,$0.00,38426
48751,6216634,NEW,Plan Review,$0.00,48752
49847,6216879,,No plan review,$0.00,49847
49845,6216881,,No plan review,$37500.00,49847
45797,6217006,NEW,Plan Review,$0.00,45797
45823,6217094,ADD/ALT,Plan Review,$0.00,45823
38413,6217110,ADD/ALT,Plan Review,$30000.00,38413
44552,6217271,ADD/ALT,Plan Review,$0.00,44552
49589,6217635,,Plan Review,$0.00,49592
49034,6217879,NEW,Plan Review,$0.00,49034
41173,6218338,ADD/ALT,Plan Review,$0.00,41173
49761,6218565,ADD/ALT,Plan Review,$0.00,49761
42109,6218701,,Plan Review,$0.00,42109
45265,6218865,ADD/ALT,No plan review,$0.00,45265
45855,6218968,ADD/ALT,Plan Review,$0.00,45856
38386,6219404,NEW,Plan Review,$0.00,38386
49475,6219428,ADD/ALT,Plan Review,$0.00,49478
38397,6219550,DEMOLITION,No plan review,$0.00,38397
44661,6219698,ADD/ALT,Plan Review,$0.00,44661
38111,6220982,NEW,Plan Review,$257153.00,38111
44740,6221006,,Plan Review,$0.00,44742
44584,6221732,,No plan review,$0.00,44585
38298,6222268,ADD/ALT,Plan Review,$2600.00,38298
41887,6222686,,Plan Review,$0.00,41887
41308,6222975,NEW,Plan Review,$0.00,41308
43683,6222987,DEMOLITION,Plan Review,$0.00,43685
41971,6222988,NEW,Plan Review,$0.00,41971
38353,6223411,ADD/ALT,Plan Review,$25000.00,38353
35702,6223563,DEMOLITION,No plan review,$0.00,38354
44624,6223658,ADD/ALT,Plan Review,$0.00,44624
38345,6224080,ADD/ALT,Plan Review,$36000.00,38345
49036,6225073,ADD/ALT,Plan Review,$0.00,49036
49932,6225210,ADD/ALT,Plan Review,$0.00,49932
43957,6225218,,Plan Review,$0.00,43957
41180,6225912,ADD/ALT,Plan Review,$0.00,41180
36905,6226784,ADD/ALT,Plan Review,$11000000.00,36905
38311,6227063,ADD/ALT,Plan Review,$15000.00,38311
50436,6227497,ADD/ALT,Plan Review,$0.00,50437
46559,6227508,ADD/ALT,Plan Review,$0.00,46559
38313,6227583,ADD/ALT,Plan Review,$105373.00,44446
48461,6227629,,Plan Review,$0.00,48464
37399,6228080,ADD/ALT,Plan Review,$63213.00,37399
38291,6228430,ADD/ALT,Plan Review,$1000.00,38291
49628,6228863,ADD/ALT,Plan Review,$0.00,49628
41382,6229054,NEW,Plan Review,$0.00,41382
38098,6229662,NEW,Plan Review,$313979.00,38098
46896,6229869,DEMOLITION,Plan Review,$0.00,46897
50339,6230289,,Plan Review,$34000000.00,50425
37783,6231775,ADD/ALT,Plan Review,$420000.00,49778
47386,6232099,,Plan Review,$0.00,47386
47755,6232479,ADD/ALT,No plan review,$0.00,47755
44733,6233099,ADD/ALT,No plan review,$0.00,44733
45305,6233119,,Plan Review,$0.00,45305
44613,6233196,ADD/ALT,Plan Review,$15000.00,44613
38264,6233547,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38264
37685,6233599,ADD/ALT,Plan Review,$35000.00,49034
37884,6233813,ADD/ALT,Plan Review,$1.00,37884
41330,6233974,ADD/ALT,Plan Review,$0.00,41330
43947,6233989,ADD/ALT,Plan Review,$0.00,43948
42679,6234792,ADD/ALT,Plan Review,$0.00,42679
45706,6235255,DEMOLITION,No plan review,$288898.00,45706
49680,6235385,ADD/ALT,Plan Review,$0.00,49680
47796,6235391,ADD/ALT,Plan Review,$0.00,47796
10337,6236284,NEW,Plan Review,$383205.00,10337
42293,6236518,DEMOLITION,No plan review,$530227.00,42293
44866,6236706,ADD/ALT,Plan Review,$0.00,44867
42286,6236950,,No plan review,$0.00,42286
37052,6237159,ADD/ALT,Plan Review,$126451.00,37052
47010,6237678,ADD/ALT,No plan review,$5000.00,47010
36468,6238241,ADD/ALT,No plan review,$20000.00,36468
47905,6238557,ADD/ALT,No plan review,$0.00,47905
38237,6238670,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38237
38181,6239181,ADD/ALT,Plan Review,$72994.00,43226
47064,6239334,ADD/ALT,Plan Review,$0.00,47065
42350,6240111,NEW,Plan Review,$0.00,42350
38137,6240129,ADD/ALT,Plan Review,$277728.00,38137
48585,6240960,,Plan Review,$0.00,48585
47761,6241128,ADD/ALT,Plan Review,$0.00,47779
49392,6241438,ADD/ALT,Plan Review,$0.00,49392
41502,6241631,ADD/ALT,Plan Review,$0.00,41502
44948,6242257,ADD/ALT,Plan Review,$0.00,44948
41484,6242541,ADD/ALT,Plan Review,$0.00,41484
37691,6242941,ADD/ALT,Plan Review,$55000.00,46092
45134,6243099,ADD/ALT,Plan Review,$0.00,45134
41571,6243763,ADD/ALT,Plan Review,$0.00,41571
38204,6243859,ADD/ALT,Plan Review,$2000.00,38204
38219,6243919,ADD/ALT,Plan Review,$15000.00,41971
37923,6243992,ADD/ALT,Plan Review,$159676.00,37923
34769,6244400,ADD/ALT,Plan Review,$15500000.00,47332
44077,6244822,ADD/ALT,No plan review,$20000.00,44077
46575,6245166,ADD/ALT,Plan Review,$0.00,46576
46574,6245172,ADD/ALT,Plan Review,$0.00,46576
26838,6245452,NEW,Plan Review,$10000.00,26838
40769,6245571,ADD/ALT,Plan Review,$0.00,40769
38147,6246328,ADD/ALT,Plan Review,$97000.00,38147
46141,6246394,DEMOLITION,No plan review,$0.00,46141
47268,6246949,ADD/ALT,Plan Review,$0.00,47268
38151,6246958,NEW,Plan Review,$204063.00,38151
38010,6247298,ADD/ALT,Plan Review,$10000.00,46879
41485,6247406,ADD/ALT,No plan review,$0.00,41485
44700,6247627,,Plan Review,$0.00,44700
42698,6248090,ADD/ALT,Plan Review,$0.00,42699
43860,6248240,ADD/ALT,No plan review,$3963.00,43860
42061,6248264,ADD/ALT,Plan Review,$0.00,42062
12543,6248403,,Plan Review,$0.00,50425
38036,6249756,NEW,Plan Review,$27464.00,38106
34526,6250009,ADD/ALT,Plan Review,$250000.00,46205
41991,6250225,ADD/ALT,Plan Review,$1000.00,41991
33168,6250369,ADD/ALT,Plan Review,$160000.00,33168
50424,6250466,,Plan Review,$0.00,50425
38153,6250707,ADD/ALT,Plan Review,$28800.00,38153
38080,6250744,NEW,Plan Review,$456031.00,39327
37573,6250837,ADD/ALT,Plan Review,$200000.00,46622
46533,6250933,ADD/ALT,Plan Review,$0.00,46533
48296,6251016,ADD/ALT,Plan Review,$0.00,48296
37321,6251033,ADD/ALT,Plan Review,$45000.00,37321
38150,6251055,DEMOLITION,No plan review,$0.00,38151
38091,6251142,NEW,Plan Review,$468941.00,38091
15633,6251303,NEW,Plan Review,$2969297.00,39292
38149,6251400,DEMOLITION,No plan review,$0.00,38149
37864,6251431,NEW,Plan Review,$478898.00,37864
38128,6251435,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38128
47385,6252278,ADD/ALT,Plan Review,$0.00,47385
38117,6252319,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38117
38115,6252406,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38115
15981,6252500,NEW,Plan Review,$300000.00,44424
48690,6252779,,Plan Review,$0.00,48690
38004,6252917,NEW,Plan Review,$8882202.00,38004
38100,6252952,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,46893
45573,6253637,ADD/ALT,Plan Review,$20000.00,45574
41384,6253816,NEW,Plan Review,$0.00,41384
46083,6253966,ADD/ALT,Plan Review,$0.00,46083
49891,6253971,ADD/ALT,Plan Review,$0.00,49903
42408,6253980,NEW,Plan Review,$772150.00,42408
45809,6254094,ADD/ALT,Plan Review,$0.00,45809
18725,6254220,NEW,Plan Review,$800000.00,49318
48934,6254442,ADD/ALT,Plan Review,$0.00,48934
44281,6254514,ADD/ALT,Plan Review,$0.00,44281
32224,6254704,ADD/ALT,Plan Review,$13460.00,32224
47729,6254902,,Plan Review,$0.00,47730
38065,6255115,ADD/ALT,Plan Review,$50000.00,44303
49437,6255161,ADD/ALT,Plan Review,$45000.00,49437
41515,6255332,,Plan Review,$0.00,41515
49280,6255443,ADD/ALT,Plan Review,$0.00,49283
38008,6255493,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,48215
37239,6255974,ADD/ALT,Plan Review,$75000.00,37239
36067,6256119,ADD/ALT,Plan Review,$29458.00,36067
38099,6256332,NEW,Plan Review,$285418.00,38099
37961,6256487,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,37961
48008,6256828,ADD/ALT,Plan Review,$0.00,48008
38082,6257587,NEW,Plan Review,$163757.00,38082
42489,6257653,ADD/ALT,Plan Review,$0.00,42489
50056,6257719,ADD/ALT,Plan Review,$0.00,50056
41917,6257817,ADD/ALT,Plan Review,$0.00,41918
36991,6257836,ADD/ALT,Plan Review,$10000.00,36991
45492,6258095,ADD/ALT,Plan Review,$0.00,45492
37996,6258229,ADD/ALT,Plan Review,$10000.00,37996
20126,6258260,,Plan Review,$0.00,46119
44502,6259176,,No plan review,$0.00,44502
38024,6259178,ADD/ALT,Plan Review,$500.00,38024
38055,6259277,NEW,Plan Review,$185696.00,38064
38048,6259278,DEMOLITION,No plan review,$0.00,38064
38053,6259283,DEMOLITION,No plan review,$0.00,38064
37469,6259455,ADD/ALT,Plan Review,$50000.00,37469
50442,6259472,ADD/ALT,Plan Review,$0.00,50443
36292,6259679,ADD/ALT,Plan Review,$90000.00,50048
49549,6259853,ADD/ALT,Plan Review,$0.00,49549
41970,6259902,,Plan Review,$0.00,41971
38025,6260369,ADD/ALT,Plan Review,$1.00,42213
37989,6260428,ADD/ALT,Plan Review,$129586.00,37989
37999,6260435,NEW,Plan Review,$309172.00,37999
38044,6260464,ADD/ALT,Plan Review,$6574.00,38044
33460,6260510,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,33460
36701,6260610,ADD/ALT,No plan review,$60000.00,36701
38022,6260797,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,38022
37981,6260809,NEW,Plan Review,$306949.00,37981
43272,6260826,NEW,No plan review,$100.00,43272
46668,6260843,ADD/ALT,Plan Review,$1000.00,46668
42213,6260936,NO CONSTRUCTION,Plan Review,$0.00,42213
45287,6261276,ADD/ALT,Plan Review,$1000.00,45287
27422,6261539,ADD/ALT,Plan Review,$143616.00,27422
37659,6261716,ADD/ALT,Plan Review,$50000.00,37659
46665,6261825,ADD/ALT,Plan Review,$0.00,46665
37712,6262103,ADD/ALT,Plan Review,$125000.00,37712
45248,6262539,ADD/ALT,Plan Review,$0.00,45248
35130,6262705,ADD/ALT,Plan Review,$1600.00,35130
48382,6262728,ADD/ALT,Plan Review,$0.00,48382
19246,6262816,ADD/ALT,Plan Review,$244882.00,19246
37907,6262938,NEW,Plan Review,$320943.00,38509
37906,6262942,NEW,Plan Review,$320943.00,38481
44087,6263228,ADD/ALT,Plan Review,$0.00,44087
37948,6263267,NEW,Plan Review,$41151845.00,41084
48048,6263371,ADD/ALT,Plan Review,$0.00,48048
37383,6263798,ADD/ALT,Plan Review,$3000.00,37383
50233,6264161,ADD/ALT,Plan Review,$0.00,50238
50484,6264230,,Plan Review,$0.00,50484
49252,6264386,ADD/ALT,Plan Review,$0.00,49369
44293,6264449,NEW,Plan Review,$0.00,44293
43633,6264851,TEMP,Plan Review,$0.00,43633
43632,6264852,TEMP,Plan Review,$0.00,43633
43630,6264853,TEMP,Plan Review,$0.00,43633
43629,6264854,TEMP,Plan Review,$0.00,43633
43626,6264857,TEMP,Plan Review,$0.00,43633
40680,6265056,ADD/ALT,Plan Review,$0.00,40680
35891,6265117,ADD/ALT,No plan review,$5000.00,35891
37853,6265344,NEW,Plan Review,$583970.00,37853
33609,6265603,ADD/ALT,Plan Review,$1000.00,33609
37292,6265657,NEW,Plan Review,$601186.00,37292
48322,6265781,ADD/ALT,Plan Review,$0.00,48323
37830,6266074,NEW,Plan Review,$445293.00,37830
47100,6266312,ADD/ALT,Plan Review,$0.00,47100
47541,6266474,ADD/ALT,Plan Review,$0.00,47541
47657,6266606,ADD/ALT,Plan Review,$0.00,47657
46850,6266824,TEMP,Plan Review,$10000.00,46850
37933,6266882,ADD/ALT,Plan Review,$75000.00,37933
37968,6266974,DEMOLITION,No plan review,$0.00,37969
37960,6267036,DEMOLITION,No plan review,$0.00,37960
43156,6267076,,Plan Review,$0.00,43156
45602,6267174,ADD/ALT,Plan Review,$0.00,45602
34440,6267388,ADD/ALT,No plan review,$9259.00,43076
37737,6267534,ADD/ALT,Plan Review,$200000.00,45351
44760,6267594,ADD/ALT,Plan Review,$0.00,44762
37695,6267642,ADD/ALT,Plan Review,$15000.00,46743
35851,6267840,ADD/ALT,Plan Review,$10000.00,35851
37905,6267864,NEW,Plan Review,$2150000.00,49305
41416,6267947,,Plan Review,$0.00,41416
40880,6267953,,Plan Review,$0.00,40880
44855,6268067,,Plan Review,$0.00,44855
37832,6268213,ADD/ALT,Plan Review,$1.00,46447
35140,6268221,ADD/ALT,Plan Review,$27510.00,35140
47036,6268257,ADD/ALT,Plan Review,$0.00,47036
37119,6268492,ADD/ALT,Plan Review,$70000.00,37119
37840,6268815,NEW,Plan Review,$391021.00,37840
37748,6268838,NEW,Plan Review,$252447.00,37748
31741,6268862,ADD/ALT,Plan Review,$24324.00,31741
50451,6269590,ALTER,Plan Review,$0.00,50453
46264,6269900,ADD/ALT,No plan review,$0.00,46264
33909,6270054,ADD/ALT,Plan Review,$220040.00,46176
50028,6270104,ADD/ALT,Plan Review,$0.00,50029
37852,6270121,ADD/ALT,Plan Review,$276110.00,37852
40632,6270301,ADD/ALT,Plan Review,$0.00,40632
48617,6270414,ADD/ALT,Plan Review,$0.00,48617
33161,6270566,ADD/ALT,Plan Review,$1400000.00,33161
37842,6270599,DEMOLITION,No plan review,$0.00,37842
37701,6270803,NEW,Plan Review,$786918.00,37701
33889,6270926,NEW,Plan Review,$17326115.00,33889
41241,6271005,,Plan Review,$0.00,41241
41141,6271060,ADD/ALT,Plan Review,$0.00,41141
38119,6271403,ADD/ALT,Plan Review,$0.00,38869
49601,6271459,ADD/ALT,Plan Review,$0.00,49601
25652,6271573,ADD/ALT,Plan Review,$147442.00,45073
49984,6271574,ADD/ALT,Plan Review,$0.00,49984
37581,6271665,ADD/ALT,Plan Review,$21818.00,37581
36904,6271785,ADD/ALT,Plan Review,$37926.00,36904
34918,6271981,ADD/ALT,No plan review,$8000.00,34918
37708,6272248,ADD/ALT,Plan Review,$8375000.00,50469
37799,6272498,ADD/ALT,Plan Review,$20000.00,37799
37721,6272515,ADD/ALT,Plan Review,$300000.00,37721
37863,6272577,DEMOLITION,No plan review,$0.00,37864
22901,6272707,ADD/ALT,Plan Review,$16000.00,34909
48146,6272809,ADD/ALT,No plan review,$0.00,48146
