id,Category,DesignType,DesignIncluded
2924,MULTIFAMILY,II,N
2925,COMMERCIAL,II,Y
2926,COMMERCIAL,II,N
2927,SINGLE FAMILY / DUPLEX,II,N
2928,SINGLE FAMILY / DUPLEX,II,N
2929,MULTIFAMILY,I,N
2930,MULTIFAMILY,I,N
2931,MULTIFAMILY,I,N
2932,SINGLE FAMILY / DUPLEX,II,Y
2933,MULTIFAMILY,II,N
2934,MULTIFAMILY,II,N
2935,INDUSTRIAL,II,N
2936,SINGLE FAMILY / DUPLEX,I,N
2937,COMMERCIAL,I,N
2938,MULTIFAMILY,II,Y
2939,SINGLE FAMILY / DUPLEX,I,N
2940,MULTIFAMILY,II,N
2941,COMMERCIAL,II,N
2942,COMMERCIAL,II,N
2943,COMMERCIAL,II,N
2944,SINGLE FAMILY / DUPLEX,II,N
2945,COMMERCIAL,II,N
2946,SINGLE FAMILY / DUPLEX,II,N
2947,INSTITUTIONAL,II,N
2948,SINGLE FAMILY / DUPLEX,I,N
2949,SINGLE FAMILY / DUPLEX,I,N
2950,INSTITUTIONAL,II,N
2951,MULTIFAMILY,II,Y
2952,MULTIFAMILY,II,N
2953,MULTIFAMILY,II,N
2954,SINGLE FAMILY / DUPLEX,I,N
2955,SINGLE FAMILY / DUPLEX,II,N
2956,SINGLE FAMILY / DUPLEX,I,N
2957,MULTIFAMILY,II,N
2958,SINGLE FAMILY / DUPLEX,I,N
2959,MULTIFAMILY,II,N
2960,MULTIFAMILY,II,N
2961,SINGLE FAMILY / DUPLEX,II,N
2962,COMMERCIAL,II,N
2963,COMMERCIAL,II,Y
2964,INDUSTRIAL,I,N
2965,SINGLE FAMILY / DUPLEX,I,N
2966,,II,N
2967,SINGLE FAMILY / DUPLEX,II,N
2968,COMMERCIAL,II,N
2969,,I,N
2970,SINGLE FAMILY / DUPLEX,II,N
2971,COMMERCIAL,II,
2972,COMMERCIAL,II,Y
2973,,II,N
2974,SINGLE FAMILY / DUPLEX,I,N
2975,MULTIFAMILY,II,N
2976,COMMERCIAL,II,N
2977,SINGLE FAMILY / DUPLEX,I,N
2978,SINGLE FAMILY / DUPLEX,II,N
2979,INSTITUTIONAL,II,N
2980,COMMERCIAL,II,N
2981,COMMERCIAL,II,N
2982,COMMERCIAL,II,N
2983,COMMERCIAL,II,N
2984,INSTITUTIONAL,II,N
2985,COMMERCIAL,II,N
2986,SINGLE FAMILY / DUPLEX,II,N
2987,MULTIFAMILY,I,N
2988,MULTIFAMILY,II,N
2989,MULTIFAMILY,II,N
2990,COMMERCIAL,II,N
2991,COMMERCIAL,II,Y
2992,COMMERCIAL,I,N
2993,,II,N
2994,SINGLE FAMILY / DUPLEX,II,N
2995,MULTIFAMILY,I,N
2996,MULTIFAMILY,II,N
2997,SINGLE FAMILY / DUPLEX,II,
2998,MULTIFAMILY,I,N
2999,SINGLE FAMILY / DUPLEX,II,N
3000,SINGLE FAMILY / DUPLEX,I,N
3001,SINGLE FAMILY / DUPLEX,II,N
3002,SINGLE FAMILY / DUPLEX,II,N
3003,MULTIFAMILY,II,N
3004,SINGLE FAMILY / DUPLEX,II,N
3005,MULTIFAMILY,II,N
3006,MULTIFAMILY,II,N
3007,INSTITUTIONAL,II,Y
3008,SINGLE FAMILY / DUPLEX,II,N
3009,SINGLE FAMILY / DUPLEX,I,N
3010,SINGLE FAMILY / DUPLEX,I,N
3011,MULTIFAMILY,II,N
3012,SINGLE FAMILY / DUPLEX,II,N
3013,COMMERCIAL,II,Y
3014,MULTIFAMILY,II,N
3015,MULTIFAMILY,II,N
3016,INSTITUTIONAL,II,N
3017,COMMERCIAL,II,N
3018,SINGLE FAMILY / DUPLEX,I,N
3019,MULTIFAMILY,II,N
3020,MULTIFAMILY,II,N
3021,,II,N
3022,COMMERCIAL,,
3023,SINGLE FAMILY / DUPLEX,I,N
3024,SINGLE FAMILY / DUPLEX,II,N
3025,SINGLE FAMILY / DUPLEX,II,N
3026,MULTIFAMILY,II,N
3027,MULTIFAMILY,II,Y
3028,SINGLE FAMILY / DUPLEX,II,N
3029,INDUSTRIAL,II,N
3030,SINGLE FAMILY / DUPLEX,I,N
3031,SINGLE FAMILY / DUPLEX,II,N
3032,SINGLE FAMILY / DUPLEX,I,N
3033,SINGLE FAMILY / DUPLEX,II,N
3034,MULTIFAMILY,II,N
3035,COMMERCIAL,II,N
3036,COMMERCIAL,II,N
3037,COMMERCIAL,II,N
3038,MULTIFAMILY,II,N
3039,INSTITUTIONAL,V,N
3040,SINGLE FAMILY / DUPLEX,II,N
3041,SINGLE FAMILY / DUPLEX,II,N
3042,SINGLE FAMILY / DUPLEX,I,N
3043,SINGLE FAMILY / DUPLEX,II,N
3044,,I,N
3045,SINGLE FAMILY / DUPLEX,I,N
3046,SINGLE FAMILY / DUPLEX,I,N
3047,SINGLE FAMILY / DUPLEX,II,
3048,COMMERCIAL,II,N
3049,MULTIFAMILY,II,Y
3050,,II,N
3051,INDUSTRIAL,II,N
3052,MULTIFAMILY,II,N
3053,,I,N
3054,MULTIFAMILY,II,Y
3055,MULTIFAMILY,II,Y
3056,SINGLE FAMILY / DUPLEX,I,N
3057,COMMERCIAL,II,N
3058,SINGLE FAMILY / DUPLEX,I,N
3059,MULTIFAMILY,II,N
3060,MULTIFAMILY,II,
3061,INDUSTRIAL,II,N
3062,SINGLE FAMILY / DUPLEX,I,N
3063,MULTIFAMILY,II,N
3064,INSTITUTIONAL,II,N
3065,SINGLE FAMILY / DUPLEX,II,N
3066,,I,N
3067,MULTIFAMILY,II,N
3068,SINGLE FAMILY / DUPLEX,II,N
3069,SINGLE FAMILY / DUPLEX,II,N
3070,MULTIFAMILY,II,N
3071,MULTIFAMILY,II,N
3072,MULTIFAMILY,II,N
3073,,,
3074,SINGLE FAMILY / DUPLEX,II,N
3075,COMMERCIAL,II,N
3076,COMMERCIAL,II,N
3077,SINGLE FAMILY / DUPLEX,I,N
3078,MULTIFAMILY,II,N
3079,COMMERCIAL,II,Y
3080,COMMERCIAL,V,N
3081,,II,N
3082,INDUSTRIAL,I,N
3083,SINGLE FAMILY / DUPLEX,I,N
3084,,II,N
3085,SINGLE FAMILY / DUPLEX,II,N
3086,INSTITUTIONAL,,N
3087,SINGLE FAMILY / DUPLEX,I,N
3088,SINGLE FAMILY / DUPLEX,II,N
3089,MULTIFAMILY,II,N
3090,SINGLE FAMILY / DUPLEX,II,N
3091,SINGLE FAMILY / DUPLEX,II,N
3092,COMMERCIAL,II,Y
3093,COMMERCIAL,II,N
3094,MULTIFAMILY,II,N
3095,SINGLE FAMILY / DUPLEX,II,N
3096,SINGLE FAMILY / DUPLEX,II,N
3097,SINGLE FAMILY / DUPLEX,I,N
3098,SINGLE FAMILY / DUPLEX,I,N
3099,MULTIFAMILY,II,N
3100,MULTIFAMILY,II,Y
3101,MULTIFAMILY,II,Y
3102,SINGLE FAMILY / DUPLEX,I,N
3103,MULTIFAMILY,II,N
3104,SINGLE FAMILY / DUPLEX,II,N
3105,MULTIFAMILY,II,N
3106,,I,N
3107,SINGLE FAMILY / DUPLEX,II,N
3108,INSTITUTIONAL,II,N
3109,COMMERCIAL,II,Y
3110,MULTIFAMILY,II,N
3111,MULTIFAMILY,II,N
3112,MULTIFAMILY,II,
3113,MULTIFAMILY,II,N
3114,MULTIFAMILY,II,Y
3115,COMMERCIAL,II,Y
3116,MULTIFAMILY,II,Y
3117,MULTIFAMILY,I,N
3118,SINGLE FAMILY / DUPLEX,I,N
3119,SINGLE FAMILY / DUPLEX,II,N
3120,INSTITUTIONAL,II,N
3121,MULTIFAMILY,II,Y
3122,SINGLE FAMILY / DUPLEX,I,N
3123,SINGLE FAMILY / DUPLEX,II,N
3124,COMMERCIAL,II,Y
3125,MULTIFAMILY,II,
3126,MULTIFAMILY,II,Y
3127,MULTIFAMILY,II,N
3128,,II,N
3129,MULTIFAMILY,II,Y
3130,INSTITUTIONAL,II,N
3131,COMMERCIAL,II,Y
3132,SINGLE FAMILY / DUPLEX,I,N
3133,MULTIFAMILY,II,N
3134,MULTIFAMILY,II,N
3135,INDUSTRIAL,II,N
3136,MULTIFAMILY,II,N
3137,COMMERCIAL,II,N
3138,MULTIFAMILY,II,N
3139,INDUSTRIAL,II,Y
3140,COMMERCIAL,II,N
3141,MULTIFAMILY,II,N
3142,,II,N
3143,COMMERCIAL,II,Y
3144,INSTITUTIONAL,I,N
3145,SINGLE FAMILY / DUPLEX,II,N
3146,MULTIFAMILY,I,N
3147,SINGLE FAMILY / DUPLEX,II,N
3148,MULTIFAMILY,I,N
3149,COMMERCIAL,II,N
3150,MULTIFAMILY,II,Y
3151,COMMERCIAL,II,Y
3152,COMMERCIAL,II,N
3153,SINGLE FAMILY / DUPLEX,I,N
3154,INDUSTRIAL,II,N
3155,COMMERCIAL,II,Y
3156,MULTIFAMILY,II,Y
3157,,I,N
3158,SINGLE FAMILY / DUPLEX,I,N
3159,,II,N
3160,COMMERCIAL,II,Y
3161,MULTIFAMILY,I,N
3162,SINGLE FAMILY / DUPLEX,II,N
3163,,II,N
3164,MULTIFAMILY,II,Y
3165,SINGLE FAMILY / DUPLEX,I,N
3166,COMMERCIAL,II,N
3167,SINGLE FAMILY / DUPLEX,II,N
3168,MULTIFAMILY,II,Y
3169,COMMERCIAL,II,Y
3170,COMMERCIAL,II,N
3171,MULTIFAMILY,II,N
3172,MULTIFAMILY,II,N
3173,INDUSTRIAL,II,N
3174,MULTIFAMILY,II,N
3175,INSTITUTIONAL,II,N
3176,SINGLE FAMILY / DUPLEX,I,N
3177,SINGLE FAMILY / DUPLEX,II,N
3178,SINGLE FAMILY / DUPLEX,II,N
3179,MULTIFAMILY,II,N
3180,MULTIFAMILY,II,N
3181,SINGLE FAMILY / DUPLEX,II,N
3182,MULTIFAMILY,II,Y
3183,MULTIFAMILY,II,Y
3184,SINGLE FAMILY / DUPLEX,I,N
3185,MULTIFAMILY,II,N
3186,COMMERCIAL,II,N
3187,SINGLE FAMILY / DUPLEX,II,N
3188,MULTIFAMILY,II,N
3189,MULTIFAMILY,II,N
3190,COMMERCIAL,II,Y
3191,COMMERCIAL,II,Y
3192,,I,N
3193,,II,N
3194,MULTIFAMILY,II,Y
3195,SINGLE FAMILY / DUPLEX,II,N
3196,SINGLE FAMILY / DUPLEX,I,N
3197,SINGLE FAMILY / DUPLEX,II,N
3198,SINGLE FAMILY / DUPLEX,II,N
3199,SINGLE FAMILY / DUPLEX,I,N
3200,SINGLE FAMILY / DUPLEX,I,N
3201,SINGLE FAMILY / DUPLEX,II,N
3202,COMMERCIAL,I,N
3203,COMMERCIAL,II,Y
3204,MULTIFAMILY,I,N
3205,MULTIFAMILY,I,N
3206,MULTIFAMILY,II,N
3207,MULTIFAMILY,IV,Y
3208,COMMERCIAL,II,Y
3209,SINGLE FAMILY / DUPLEX,I,N
3210,SINGLE FAMILY / DUPLEX,I,N
3211,,I,N
3212,MULTIFAMILY,I,N
3213,SINGLE FAMILY / DUPLEX,II,N
3214,MULTIFAMILY,II,N
3215,COMMERCIAL,II,N
3216,INDUSTRIAL,IV,N
3217,COMMERCIAL,II,N
3218,INSTITUTIONAL,II,N
3219,SINGLE FAMILY / DUPLEX,II,N
3220,COMMERCIAL,II,Y
3221,MULTIFAMILY,III,N
3222,MULTIFAMILY,II,N
3223,MULTIFAMILY,II,N
3224,SINGLE FAMILY / DUPLEX,I,N
3225,INDUSTRIAL,II,N
3226,COMMERCIAL,II,N
3227,COMMERCIAL,II,N
3228,MULTIFAMILY,IV,Y
3229,SINGLE FAMILY / DUPLEX,I,N
3230,MULTIFAMILY,I,N
3231,COMMERCIAL,II,N
3232,SINGLE FAMILY / DUPLEX,I,N
3233,MULTIFAMILY,II,N
3234,COMMERCIAL,II,N
3235,INDUSTRIAL,II,N
3236,MULTIFAMILY,II,N
3237,MULTIFAMILY,II,N
3238,SINGLE FAMILY / DUPLEX,II,N
3239,SINGLE FAMILY / DUPLEX,II,N
3240,SINGLE FAMILY / DUPLEX,I,N
3241,COMMERCIAL,I,N
3242,MULTIFAMILY,II,N
3243,MULTIFAMILY,II,N
3244,MULTIFAMILY,II,N
3245,SINGLE FAMILY / DUPLEX,II,N
3246,SINGLE FAMILY / DUPLEX,II,N
3247,MULTIFAMILY,II,N
3248,SINGLE FAMILY / DUPLEX,II,N
3249,MULTIFAMILY,II,N
3250,COMMERCIAL,I,N
3251,,I,N
3252,MULTIFAMILY,II,N
3253,COMMERCIAL,II,N
3254,MULTIFAMILY,II,Y
3255,COMMERCIAL,II,Y
3256,INDUSTRIAL,I,N
3257,SINGLE FAMILY / DUPLEX,II,N
3258,SINGLE FAMILY / DUPLEX,II,N
3259,SINGLE FAMILY / DUPLEX,II,N
3260,MULTIFAMILY,II,N
3261,COMMERCIAL,II,Y
3262,MULTIFAMILY,II,Y
3263,MULTIFAMILY,I,N
3264,MULTIFAMILY,II,
3265,COMMERCIAL,II,Y
3266,COMMERCIAL,II,Y
3267,COMMERCIAL,II,Y
3268,MULTIFAMILY,II,Y
3269,COMMERCIAL,II,N
3270,COMMERCIAL,II,Y
3271,SINGLE FAMILY / DUPLEX,II,N
3272,MULTIFAMILY,I,N
3273,SINGLE FAMILY / DUPLEX,I,N
3274,SINGLE FAMILY / DUPLEX,II,N
3275,INSTITUTIONAL,II,N
3276,SINGLE FAMILY / DUPLEX,II,N
3277,MULTIFAMILY,II,N
3278,INDUSTRIAL,II,N
3279,MULTIFAMILY,I,N
3280,COMMERCIAL,II,N
3281,SINGLE FAMILY / DUPLEX,I,N
3282,SINGLE FAMILY / DUPLEX,II,N
3283,SINGLE FAMILY / DUPLEX,II,N
3284,INSTITUTIONAL,II,N
3285,INSTITUTIONAL,II,N
3286,MULTIFAMILY,II,Y
3287,COMMERCIAL,I,N
3288,SINGLE FAMILY / DUPLEX,I,N
3289,SINGLE FAMILY / DUPLEX,I,N
3290,MULTIFAMILY,II,N
3291,COMMERCIAL,II,N
3292,MULTIFAMILY,II,Y
3293,INDUSTRIAL,II,N
3294,SINGLE FAMILY / DUPLEX,I,N
3295,SINGLE FAMILY / DUPLEX,I,N
3296,,II,N
3297,MULTIFAMILY,I,N
3298,MULTIFAMILY,I,N
3299,SINGLE FAMILY / DUPLEX,I,N
3300,,II,N
3301,SINGLE FAMILY / DUPLEX,II,N
3302,MULTIFAMILY,I,N
3303,SINGLE FAMILY / DUPLEX,I,N
3304,SINGLE FAMILY / DUPLEX,I,
3305,MULTIFAMILY,II,N
3306,SINGLE FAMILY / DUPLEX,I,N
3307,INDUSTRIAL,I,N
3308,MULTIFAMILY,II,Y
3309,COMMERCIAL,II,N
3310,MULTIFAMILY,II,N
3311,MULTIFAMILY,II,N
3312,MULTIFAMILY,II,N
3313,COMMERCIAL,II,Y
3314,COMMERCIAL,II,N
3315,SINGLE FAMILY / DUPLEX,II,N
3316,MULTIFAMILY,II,Y
3317,SINGLE FAMILY / DUPLEX,II,
3318,COMMERCIAL,II,N
3319,MULTIFAMILY,II,N
3320,SINGLE FAMILY / DUPLEX,II,N
3321,SINGLE FAMILY / DUPLEX,II,N
3322,MULTIFAMILY,II,N
3323,INSTITUTIONAL,IV,N
3324,MULTIFAMILY,II,Y
3325,SINGLE FAMILY / DUPLEX,II,N
3326,COMMERCIAL,II,N
3327,SINGLE FAMILY / DUPLEX,II,N
3328,MULTIFAMILY,II,N
3329,SINGLE FAMILY / DUPLEX,II,N
3330,SINGLE FAMILY / DUPLEX,V,N
3331,SINGLE FAMILY / DUPLEX,I,N
3332,SINGLE FAMILY / DUPLEX,I,N
3333,SINGLE FAMILY / DUPLEX,II,N
3334,SINGLE FAMILY / DUPLEX,II,N
3335,COMMERCIAL,II,N
3336,SINGLE FAMILY / DUPLEX,I,N
3337,SINGLE FAMILY / DUPLEX,I,N
3338,COMMERCIAL,II,N
3339,SINGLE FAMILY / DUPLEX,I,N
3340,COMMERCIAL,II,N
3341,SINGLE FAMILY / DUPLEX,I,N
3342,COMMERCIAL,II,N
3343,INDUSTRIAL,II,N
3344,SINGLE FAMILY / DUPLEX,V,N
3345,SINGLE FAMILY / DUPLEX,I,N
3346,SINGLE FAMILY / DUPLEX,II,N
3347,COMMERCIAL,II,N
3348,SINGLE FAMILY / DUPLEX,II,N
3349,SINGLE FAMILY / DUPLEX,I,N
3350,SINGLE FAMILY / DUPLEX,II,N
3351,SINGLE FAMILY / DUPLEX,II,N
3352,COMMERCIAL,II,N
3353,COMMERCIAL,II,N
3354,COMMERCIAL,II,N
3355,COMMERCIAL,II,N
3356,MULTIFAMILY,II,Y
3357,MULTIFAMILY,II,N
3358,SINGLE FAMILY / DUPLEX,II,N
3359,SINGLE FAMILY / DUPLEX,II,N
3360,COMMERCIAL,II,Y
3361,SINGLE FAMILY / DUPLEX,II,N
3362,COMMERCIAL,II,Y
3363,COMMERCIAL,II,Y
3364,COMMERCIAL,II,N
3365,COMMERCIAL,II,N
3366,INDUSTRIAL,II,N
3367,COMMERCIAL,II,N
3368,SINGLE FAMILY / DUPLEX,I,N
3369,COMMERCIAL,II,N
3370,SINGLE FAMILY / DUPLEX,II,N
3371,SINGLE FAMILY / DUPLEX,II,N
3372,SINGLE FAMILY / DUPLEX,II,N
3373,SINGLE FAMILY / DUPLEX,II,N
3374,COMMERCIAL,II,Y
3375,COMMERCIAL,II,N
3376,SINGLE FAMILY / DUPLEX,I,N
3377,MULTIFAMILY,II,N
3378,SINGLE FAMILY / DUPLEX,I,N
3379,,I,N
3380,MULTIFAMILY,II,N
3381,COMMERCIAL,II,Y
3382,MULTIFAMILY,II,Y
3383,SINGLE FAMILY / DUPLEX,I,N
3384,SINGLE FAMILY / DUPLEX,I,N
3385,SINGLE FAMILY / DUPLEX,II,N
3386,COMMERCIAL,II,Y
3387,MULTIFAMILY,II,Y
3388,SINGLE FAMILY / DUPLEX,I,N
3389,COMMERCIAL,II,Y
3390,COMMERCIAL,II,N
3391,COMMERCIAL,II,N
3392,COMMERCIAL,II,Y
3393,MULTIFAMILY,II,N
3394,INSTITUTIONAL,II,N
3395,,II,N
3396,MULTIFAMILY,II,N
3397,COMMERCIAL,II,N
3398,SINGLE FAMILY / DUPLEX,I,N
3399,MULTIFAMILY,II,Y
3400,MULTIFAMILY,II,Y
3401,COMMERCIAL,II,N
3402,COMMERCIAL,II,Y
3403,COMMERCIAL,II,N
3404,MULTIFAMILY,II,N
3405,COMMERCIAL,II,N
3406,COMMERCIAL,II,N
3407,COMMERCIAL,II,N
3408,SINGLE FAMILY / DUPLEX,I,N
3409,INDUSTRIAL,II,N
3410,COMMERCIAL,II,N
3411,SINGLE FAMILY / DUPLEX,II,N
3412,SINGLE FAMILY / DUPLEX,II,N
3413,,II,N
3414,COMMERCIAL,V,N
3415,INDUSTRIAL,II,N
3416,COMMERCIAL,II,N
3417,,II,N
3418,,II,N
3419,INSTITUTIONAL,II,N
3420,MULTIFAMILY,II,Y
3421,,I,N
3422,COMMERCIAL,II,N
3423,MULTIFAMILY,II,N
3424,MULTIFAMILY,II,Y
3425,INSTITUTIONAL,II,N
3426,COMMERCIAL,II,Y
3427,COMMERCIAL,I,N
3428,SINGLE FAMILY / DUPLEX,II,N
3429,SINGLE FAMILY / DUPLEX,II,N
3430,,I,N
3431,,II,N
3432,INDUSTRIAL,II,N
3433,MULTIFAMILY,II,N
3434,,II,N
3435,SINGLE FAMILY / DUPLEX,I,N
3436,COMMERCIAL,II,N
3437,COMMERCIAL,II,N
3438,SINGLE FAMILY / DUPLEX,II,N
3439,,I,N
3440,COMMERCIAL,V,N
3441,INSTITUTIONAL,II,N
3442,SINGLE FAMILY / DUPLEX,II,N
3443,,II,N
3444,SINGLE FAMILY / DUPLEX,II,N
3445,MULTIFAMILY,II,Y
3446,COMMERCIAL,II,Y
3447,COMMERCIAL,II,Y
3448,,II,N
3449,COMMERCIAL,II,N
3450,COMMERCIAL,II,Y
3451,COMMERCIAL,II,Y
3452,INDUSTRIAL,II,N
3453,MULTIFAMILY,II,N
3454,COMMERCIAL,II,N
3455,SINGLE FAMILY / DUPLEX,I,N
3456,MULTIFAMILY,I,N
3457,MULTIFAMILY,II,N
3458,SINGLE FAMILY / DUPLEX,II,N
3459,COMMERCIAL,II,Y
3460,MULTIFAMILY,II,N
3461,MULTIFAMILY,II,N
3462,MULTIFAMILY,II,N
3463,SINGLE FAMILY / DUPLEX,I,N
3464,MULTIFAMILY,II,N
3465,MULTIFAMILY,II,Y
3466,,I,N
3467,COMMERCIAL,II,N
3468,MULTIFAMILY,II,Y
3469,MULTIFAMILY,II,Y
3470,MULTIFAMILY,II,Y
3471,INDUSTRIAL,II,N
3472,SINGLE FAMILY / DUPLEX,II,N
3473,SINGLE FAMILY / DUPLEX,II,N
3474,INDUSTRIAL,II,N
3475,COMMERCIAL,II,N
3476,INSTITUTIONAL,II,N
3477,,I,N
3478,,II,N
3479,COMMERCIAL,II,Y
3480,COMMERCIAL,II,N
3481,INSTITUTIONAL,II,N
3482,SINGLE FAMILY / DUPLEX,II,N
3483,COMMERCIAL,II,N
3484,COMMERCIAL,IV,Y
3485,INSTITUTIONAL,II,N
3486,INDUSTRIAL,II,N
3487,,II,N
3488,,II,N
3489,MULTIFAMILY,II,N
3490,COMMERCIAL,II,N
3491,COMMERCIAL,II,N
3492,COMMERCIAL,II,N
3493,MULTIFAMILY,I,
3494,MULTIFAMILY,II,Y
3495,MULTIFAMILY,I,N
3496,SINGLE FAMILY / DUPLEX,II,N
3497,COMMERCIAL,II,N
3498,MULTIFAMILY,II,N
3499,MULTIFAMILY,II,Y
3500,,I,N
3501,MULTIFAMILY,II,Y
3502,SINGLE FAMILY / DUPLEX,II,N
3503,MULTIFAMILY,II,N
3504,SINGLE FAMILY / DUPLEX,I,N
3505,INDUSTRIAL,II,N
3506,SINGLE FAMILY / DUPLEX,II,N
3507,SINGLE FAMILY / DUPLEX,I,N
3508,,I,N
3509,MULTIFAMILY,II,N
3510,SINGLE FAMILY / DUPLEX,II,N
3511,COMMERCIAL,II,N
3512,SINGLE FAMILY / DUPLEX,II,N
3513,INSTITUTIONAL,II,N
3514,SINGLE FAMILY / DUPLEX,II,N
3515,,I,N
3516,,II,N
3517,COMMERCIAL,II,N
3518,INSTITUTIONAL,II,N
3519,,II,N
3520,COMMERCIAL,I,N
3521,,II,N
3522,MULTIFAMILY,II,Y
3523,MULTIFAMILY,II,N
3524,COMMERCIAL,II,N
3525,COMMERCIAL,II,N
3526,MULTIFAMILY,II,Y
3527,INSTITUTIONAL,II,N
3528,INSTITUTIONAL,II,N
3529,MULTIFAMILY,I,N
3530,MULTIFAMILY,II,N
3531,INSTITUTIONAL,II,N
3532,INSTITUTIONAL,II,N
3533,COMMERCIAL,II,Y
3534,SINGLE FAMILY / DUPLEX,II,N
3535,,I,N
3536,COMMERCIAL,II,N
3537,MULTIFAMILY,II,N
3538,SINGLE FAMILY / DUPLEX,II,N
3539,COMMERCIAL,II,Y
3540,COMMERCIAL,II,N
3541,SINGLE FAMILY / DUPLEX,I,N
3542,MULTIFAMILY,II,N
3543,COMMERCIAL,II,Y
3544,MULTIFAMILY,II,Y
3545,MULTIFAMILY,II,Y
3546,MULTIFAMILY,II,N
3547,INDUSTRIAL,IV,N
3548,COMMERCIAL,II,N
3549,SINGLE FAMILY / DUPLEX,II,N
3550,COMMERCIAL,II,N
3551,,I,N
3552,,I,N
3553,,II,N
3554,INDUSTRIAL,II,N
3555,COMMERCIAL,V,N
3556,COMMERCIAL,II,N
3557,INDUSTRIAL,II,N
3558,MULTIFAMILY,II,Y
3559,INSTITUTIONAL,II,N
3560,SINGLE FAMILY / DUPLEX,II,N
3561,COMMERCIAL,II,Y
3562,MULTIFAMILY,I,N
3563,COMMERCIAL,II,N
3564,COMMERCIAL,II,N
3565,INSTITUTIONAL,II,N
3566,COMMERCIAL,II,N
3567,COMMERCIAL,II,N
3568,SINGLE FAMILY / DUPLEX,I,N
3569,COMMERCIAL,II,N
3570,COMMERCIAL,II,N
3571,SINGLE FAMILY / DUPLEX,I,N
3572,MULTIFAMILY,II,N
3573,MULTIFAMILY,II,N
3574,MULTIFAMILY,II,N
3575,SINGLE FAMILY / DUPLEX,I,N
3576,SINGLE FAMILY / DUPLEX,I,N
3577,COMMERCIAL,II,Y
3578,COMMERCIAL,II,Y
3579,COMMERCIAL,II,Y
3580,MULTIFAMILY,II,N
3581,MULTIFAMILY,IV,Y
3582,MULTIFAMILY,IV,Y
3583,INSTITUTIONAL,II,N
3584,MULTIFAMILY,II,N
3585,MULTIFAMILY,II,Y
3586,SINGLE FAMILY / DUPLEX,II,N
3587,MULTIFAMILY,II,Y
3588,COMMERCIAL,II,Y
3589,,II,N
3590,SINGLE FAMILY / DUPLEX,II,N
3591,MULTIFAMILY,II,N
3592,SINGLE FAMILY / DUPLEX,II,N
3593,MULTIFAMILY,II,Y
3594,SINGLE FAMILY / DUPLEX,II,N
3595,INSTITUTIONAL,V,N
3596,SINGLE FAMILY / DUPLEX,II,
3597,MULTIFAMILY,II,N
3598,MULTIFAMILY,II,Y
3599,COMMERCIAL,II,Y
3600,INDUSTRIAL,II,N
3601,SINGLE FAMILY / DUPLEX,I,N
3602,COMMERCIAL,II,N
3603,SINGLE FAMILY / DUPLEX,II,N
3604,SINGLE FAMILY / DUPLEX,II,N
3605,SINGLE FAMILY / DUPLEX,II,N
3606,SINGLE FAMILY / DUPLEX,II,N
3607,MULTIFAMILY,II,N
3608,MULTIFAMILY,II,Y
3609,INDUSTRIAL,II,N
3610,INSTITUTIONAL,II,N
3611,COMMERCIAL,I,N
3612,MULTIFAMILY,II,N
3613,SINGLE FAMILY / DUPLEX,II,N
3614,SINGLE FAMILY / DUPLEX,II,N
3615,COMMERCIAL,II,N
3616,MULTIFAMILY,II,Y
3617,COMMERCIAL,II,N
3618,COMMERCIAL,II,N
3619,MULTIFAMILY,II,N
3620,MULTIFAMILY,II,Y
3621,SINGLE FAMILY / DUPLEX,II,N
3622,COMMERCIAL,II,N
3623,,I,N
3624,MULTIFAMILY,II,N
3625,SINGLE FAMILY / DUPLEX,I,N
3626,SINGLE FAMILY / DUPLEX,II,N
3627,SINGLE FAMILY / DUPLEX,II,N
3628,COMMERCIAL,II,N
3629,COMMERCIAL,II,N
3630,COMMERCIAL,II,N
3631,INSTITUTIONAL,II,N
3632,INSTITUTIONAL,II,N
3633,MULTIFAMILY,II,N
3634,INSTITUTIONAL,II,N
3635,INSTITUTIONAL,II,N
3636,INSTITUTIONAL,II,N
3637,INSTITUTIONAL,II,N
3638,INSTITUTIONAL,II,N
3639,INSTITUTIONAL,II,N
3640,INDUSTRIAL,II,N
3641,COMMERCIAL,II,Y
3642,INSTITUTIONAL,II,N
3643,MULTIFAMILY,II,N
3644,MULTIFAMILY,II,N
3645,COMMERCIAL,II,N
3646,SINGLE FAMILY / DUPLEX,II,N
3647,SINGLE FAMILY / DUPLEX,II,N
3648,MULTIFAMILY,II,N
3649,MULTIFAMILY,III,N
3650,COMMERCIAL,II,N
3651,COMMERCIAL,II,N
3652,MULTIFAMILY,II,Y
3653,COMMERCIAL,II,N
3654,MULTIFAMILY,II,N
3655,MULTIFAMILY,II,
3656,MULTIFAMILY,II,N
3657,MULTIFAMILY,II,N
3658,COMMERCIAL,II,N
3659,COMMERCIAL,II,N
3660,COMMERCIAL,II,N
3661,COMMERCIAL,II,Y
3662,INSTITUTIONAL,II,N
3663,INSTITUTIONAL,II,Y
3664,INDUSTRIAL,II,N
3665,COMMERCIAL,I,N
3666,COMMERCIAL,II,N
3667,COMMERCIAL,II,N
3668,COMMERCIAL,II,N
3669,COMMERCIAL,II,N
3670,COMMERCIAL,IV,N
3671,SINGLE FAMILY / DUPLEX,I,N
3672,,II,N
3673,MULTIFAMILY,II,N
3674,INSTITUTIONAL,II,N
