ID,PermitNumber,PermitType,Status
811,6522125,Construction,Application Accepted
812,6519545,Construction,Application Accepted
813,6519545,Construction,Application Accepted
814,6512123,Construction,Permit Issued
815,6516585,Construction,Permit Issued
816,6526763,Construction,Permit Closed
817,6493808,Construction,Application Accepted
818,6491583,Construction,Application Accepted
819,6509327,Construction,Application Accepted
820,6489743,Construction,Application Accepted
821,6491720,Construction,Application Accepted
822,6522143,Construction,Application Accepted
823,6496172,Construction,Application Accepted
824,6516269,Construction,Application Accepted
825,6503362,Construction,Application Accepted
826,6526663,Demolition,Reviews Completed
827,6526691,Construction,Permit Issued
828,6497743,Construction,Reviews Completed
829,6513771,Construction,Application Accepted
830,6526646,Construction,Permit Issued
831,6488041,Demolition,Reviews Completed
832,6526614,Construction,Permit Issued
833,6492484,Construction,Application Accepted
834,6514754,Construction,Application Accepted
835,6066112,Construction,
836,6511470,Construction,Application Accepted
837,6522525,Demolition,Application Accepted
838,6514054,Construction,Application Accepted
839,6522149,Construction,Permit Issued
840,6510885,Construction,Application Accepted
841,6513575,Construction,Application Accepted
842,6516404,Construction,Application Accepted
843,6505767,Construction,Application Accepted
844,6526539,Construction,Permit Issued
845,6525808,Construction,Permit Issued
846,6516627,Construction,Permit Issued
847,6526482,Construction,Permit Issued
848,6526289,Construction,Permit Issued
849,6526466,Construction,Permit Issued
850,6523396,Construction,Permit Issued
851,6518884,Construction,Permit Issued
852,6511667,Construction,Application Accepted
853,6508069,Construction,Application Accepted
854,6514093,Construction,Application Accepted
855,6514383,Construction,Application Accepted
856,6520823,Construction,Application Accepted
857,6520823,Construction,Application Accepted
858,6526179,Construction,Application Accepted
859,6526179,Construction,Application Accepted
860,6526178,Construction,Application Accepted
861,6526286,Demolition,Permit Issued
862,6526095,Construction,Permit Issued
863,6526306,Construction,Permit Issued
864,6526309,Construction,Permit Issued
865,6503447,Construction,Application Accepted
866,6511012,Construction,Reviews Completed
867,6513368,Construction,Reviews Completed
868,6510027,Construction,Reviews Completed
869,6525296,Demolition,Reviews Completed
870,6526297,Construction,Permit Issued
871,6472661,Construction,Application Accepted
872,6512351,Construction,Application Accepted
873,6520710,Construction,Application Accepted
874,6520840,Construction,Application Accepted
875,6515292,Construction,Application Accepted
876,6512413,Construction,Application Accepted
877,6513900,Construction,Application Accepted
878,6512625,Construction,Application Accepted
879,6503328,Construction,Application Accepted
880,6521842,Demolition,Permit Issued
881,6526193,Construction,Permit Issued
882,6526193,Construction,Permit Issued
883,6525969,Construction,Permit Issued
884,6526173,Construction,Permit Issued
885,6509849,Construction,Application Accepted
886,6494716,Construction,Application Accepted
887,6520646,Construction,Reviews Completed
888,6523159,Construction,Application Accepted
889,6517079,Construction,Reviews Completed
890,6517041,Construction,Application Accepted
891,6486870,Construction,Application Accepted
892,6521426,Construction,Permit Issued
893,6456829,Construction,Application Accepted
894,6524419,Construction,Permit Issued
895,6524415,Construction,Permit Issued
896,6526057,Construction,Permit Issued
897,6526050,Construction,Permit Issued
898,6523875,Construction,Permit Issued
899,6526041,Construction,Permit Issued
900,6506460,Construction,Application Accepted
901,6525658,Demolition,Reviews Completed
902,6495522,Construction,Permit Issued
903,6526009,Construction,Permit Issued
904,6526021,Construction,Permit Issued
905,6520310,Construction,Permit Issued
906,6526010,Construction,Permit Issued
907,6505533,Construction,Application Accepted
908,6519801,Construction,Permit Issued
909,6526000,Construction,Permit Closed
910,6525663,Construction,Permit Issued
911,6524855,Construction,Reviews Completed
912,6524855,Construction,Reviews Completed
913,6525750,Construction,Reviews Completed
914,6521174,Construction,Reviews Completed
915,6458551,Construction,Application Accepted
916,6518067,Construction,Application Accepted
917,6510514,Construction,Permit Issued
918,6525913,Construction,Permit Closed
919,6499942,Construction,Application Accepted
920,6524824,Construction,Permit Issued
921,6471631,Demolition,Application Accepted
922,6488729,Construction,Application Accepted
923,6525882,Construction,Reviews Completed
924,6517406,Construction,Permit Issued
925,6517406,Construction,Permit Issued
926,6525611,Demolition,Permit Issued
927,6525611,Demolition,Permit Issued
928,6525610,Construction,Permit Issued
929,6525609,Construction,Permit Issued
930,6525610,Construction,Permit Issued
931,6525609,Construction,Permit Issued
932,6495635,Construction,Application Accepted
933,6523949,Construction,Application Accepted
934,6523949,Construction,Application Accepted
935,6510073,Construction,Application Accepted
936,6510073,Construction,Application Accepted
937,6525844,Demolition,Reviews Completed
938,6525844,Demolition,Reviews Completed
939,6524075,Site Development,AP Closed
940,6525831,Construction,Permit Issued
941,6525792,Construction,Permit Issued
942,6520709,Construction,Application Accepted
943,6525780,Demolition,Reviews Completed
944,6520139,Construction,Application Accepted
945,6522118,Construction,Application Accepted
946,6510399,Construction,Application Accepted
947,6519616,Construction,Application Accepted
948,6525418,Construction,Permit Issued
949,6525755,Construction,Permit Issued
950,6525755,Construction,Permit Issued
951,6517891,Demolition,Application Accepted
952,6513441,Construction,Permit Issued
953,6513444,Construction,Application Accepted
954,6525768,Construction,Permit Issued
955,6525752,Construction,Permit Issued
956,6525762,Construction,Permit Issued
957,6525758,Construction,Permit Issued
958,6525735,Construction,Reviews Completed
959,6525723,Construction,Permit Issued
960,6525686,Construction,Permit Issued
961,6514190,Construction,Permit Issued
962,6453524,Construction,Application Accepted
963,6496173,Construction,Application Accepted
964,6517752,Construction,Permit Issued
965,6510602,Construction,Application Accepted
966,6525479,Construction,Permit Issued
967,6479922,Construction,Application Accepted
968,6525530,Construction,Permit Issued
969,6477855,Construction,Application Accepted
970,6525588,Demolition,Permit Issued
971,6279652,Construction,Permit Issued
972,6279652,Construction,Permit Issued
973,6279652,Construction,Permit Issued
974,6525536,Construction,Permit Issued
975,6524882,Construction,Permit Issued
976,6508897,Construction,Application Accepted
977,6513165,Construction,Application Accepted
978,6525524,Construction,Permit Issued
979,6524291,Construction,Permit Issued
980,6446420,Construction,Application Accepted
981,6525512,Construction,Permit Issued
982,6524928,Construction,Permit Issued
983,6509477,Construction,Application Accepted
984,6513529,Construction,Application Accepted
985,6525478,Construction,Permit Issued
986,6501208,Construction,Application Accepted
987,6501208,Construction,Application Accepted
988,6525326,Construction,Application Accepted
989,6525330,Demolition,Reviews Completed
990,6522101,Construction,Permit Issued
991,6525467,Construction,Permit Issued
992,6524520,Construction,Permit Issued
993,6514094,Construction,Permit Issued
994,6524610,Construction,Permit Issued
995,6525435,Construction,Permit Issued
996,6503262,Construction,Permit Issued
997,6525423,Construction,Permit Issued
998,6499705,Construction,Application Accepted
999,6474157,Construction,Application Accepted
1000,6518517,Construction,Application Accepted
1001,6520847,Construction,Application Accepted
1002,6508082,Construction,Application Accepted
1003,6510449,Construction,Application Accepted
1004,6525371,Demolition,Reviews Completed
1005,6518250,Construction,Application Accepted
1006,6518250,Construction,Application Accepted
1007,6519548,Construction,Reviews Completed
1008,6523889,Site Development,AP Closed
1009,6525383,Construction,Permit Issued
1010,6523402,Demolition,Reviews Completed
1011,6525379,Construction,Application Accepted
1012,6518853,Construction,Permit Issued
1013,6525305,Construction,Application Accepted
1014,6519557,Construction,Reviews Completed
1015,6522681,Construction,Permit Issued
1016,6502116,Construction,Application Accepted
1017,6511956,Construction,Application Accepted
1018,6518460,Construction,Application Accepted
1019,6522671,Construction,Permit Issued
1020,6522671,Construction,Permit Issued
1021,6522671,Construction,Permit Issued
1022,6525350,Construction,Permit Issued
1023,6522328,Construction,Permit Issued
1024,6525321,Construction,Permit Finaled
1025,6525325,Construction,Permit Issued
1026,6525328,Construction,Reviews Completed
1027,6516259,Construction,Permit Issued
1028,6522918,Construction,Permit Issued
1029,6489499,Construction,Permit Issued
1030,6513653,Construction,Application Accepted
1031,6520879,Construction,Permit Issued
