id,street,longitude,latitude,applicant_id
1494,9682 51ST AVE S,-122.26929407,47.51454263,
1495,9684A 51ST AVE S,-122.26901165,47.51462118,
1496,9684B 51ST AVE S,-122.26872708,47.51462121,
1497,9684C 51ST AVE S,-122.26845275,47.51461039,
1498,9690C 51ST AVE S,-122.26861248,47.51428705,
1499,9690B 51ST AVE S,-122.26883891,47.51428061,
1500,9690A 51ST AVE S,-122.26903412,47.51428886,
1501,9680 51ST AVE S,-122.26968898,47.5145305,
1502,6224 23RD AVE NE,-122.30250965,47.67453007,
1503,1301 5TH AVE,-122.33482136,47.60896713,
1504,2112 13TH AVE S,-122.31569805,47.58411321,
1505,527 1ST AVE N,-122.35571175,47.62407098,
1506,6001 52ND AVE NE,-122.27197873,47.67230538,
1507,801 S ORCAS ST,-122.32299786,47.55025614,
1508,1732 M L KING JR WAY S,-122.29788455,47.58730974,
1509,2835 SW ADAMS ST,-122.36962693,47.56599966,
1510,124 DENNY WAY,-122.35448384,47.61894243,
1511,2203 EASTLAKE AVE E,-122.32631986,47.63838324,
1512,670 HOWE ST,-122.34277082,47.63607388,
1513,2312 N 59TH ST,-122.33010505,47.67189056,
1514,4147 CALIFORNIA AVE SW,-122.38734758,47.56520327,
1515,12305 14TH AVE NE,-122.31430138,47.71781932,
1516,527 FAIRVIEW AVE N,-122.33486782,47.62403301,
1517,1414 S CONCORD ST,-122.31411046,47.52421227,
1518,8301 5TH AVE NE,-122.32322335,47.68913797,
1519,6105 14TH AVE NW,-122.37386293,47.67340697,
1520,1407 19TH AVE,-122.30785382,47.61329827,
1521,1021 W HOWE ST,-122.3714441,47.63578344,
1522,1759 19TH AVE S,-122.3087001,47.58742822,
1523,2747 NE 95TH ST,-122.29686515,47.6971557,
1524,2421 NW 57TH ST,-122.38868536,47.66986704,
1525,5008 FAUNTLEROY WAY SW,-122.38119232,47.55721946,
1526,2003 NW 57TH ST,-122.38250213,47.66998377,
1527,3437 22ND AVE W,-122.38498919,47.65144075,
1528,802 NW 57TH ST,-122.36647486,47.67035485,
1529,7520 35TH AVE SW,-122.37630228,47.53492262,
1530,1765 NW 56TH ST,-122.38159384,47.66929642,
1531,3631 LINDEN AVE N,-122.34890223,47.65209353,
1532,3629 LINDEN AVE N,-122.34907659,47.65209566,
1533,3627 LINDEN AVE N,-122.34908047,47.65195037,
1534,3625 LINDEN AVE N,-122.34887238,47.65194684,
1535,11040 19TH AVE NE,-122.30766328,47.70968575,
1536,3018 21ST AVE W,-122.38313294,47.64714521,
1537,1516 NW 51ST ST,-122.37726918,47.66601132,
1538,611 13TH AVE E,-122.31597352,47.62464035,
1539,1529 44TH AVE SW,-122.38792442,47.58969835,
1540,110 29TH AVE S,-122.29480863,47.60137127,
1541,2302 W LYNN ST,-122.38660803,47.63930619,
1542,2837 SW NEVADA ST,-122.36979513,47.56529467,
1543,116 20TH AVE,-122.30606271,47.60218487,
1544,7734 SEWARD PARK AVE S,-122.26474304,47.53312152,
1545,7740 SEWARD PARK AVE S,-122.26445609,47.53297509,
1546,4046 8TH AVE NE,-122.31953111,47.65695074,
1547,5216 BROOKLYN AVE NE,-122.3139188,47.66697624,
1548,3526 WALLINGFORD AVE N,-122.33603757,47.65001049,
1549,104 29TH AVE S,-122.29473596,47.60149028,
1550,1927 8TH AVE W,-122.36799433,47.63672607,
1551,1147 N 81ST ST,-122.34223251,47.68742705,
1552,601 ELLIOTT AVE W,-122.3653891,47.62376803,
1553,1012 1ST AVE,-122.33628113,47.60528409,
1554,8727 25TH AVE NW,-122.38898697,47.69318208,
1555,1415 5TH AVE,-122.33573595,47.60996157,
1556,4645 26TH AVE NE,-122.3002169,47.66306259,
1557,423 26TH AVE S,-122.29897328,47.59855091,
1558,736 BELLEVUE PL E,-122.32759542,47.62617701,
1559,3605 SW WILLOW ST,-122.37815405,47.54088835,
1560,1762 NW 61ST ST,-122.38161417,47.67339272,
1561,708 11TH AVE E,-122.3177101,47.62557632,
1562,2481 PERKINS LN W,-122.41489789,47.64060321,
1563,415 26TH AVE S,-122.29899047,47.59874453,
1564,2423 S HOLGATE ST,-122.30060683,47.58618184,
1565,1908 24TH AVE S,-122.30137305,47.58605747,
1566,1909 25TH AVE S,-122.30084743,47.58596493,
1567,1141 M L KING JR WAY,-122.29647666,47.61256623,
1568,2407 S HOLGATE ST,-122.30111549,47.58619736,
1569,11825 SEOLA BEACH DR SW,-122.37555333,47.49691395,
1570,1728 M L KING JR WAY S,-122.2978418,47.5874141,
1571,2009 NW 63RD ST,-122.38271219,47.67438551,
1572,1611 NW 65TH ST,-122.37832158,47.6758089,
1573,4825 S AUSTIN ST,-122.27147521,47.53444446,
1574,3633 COURTLAND PL S,-122.28746873,47.57052455,
1575,1120 21ST AVE S,-122.30475351,47.59247464,
1576,1606 8TH AVE N,-122.34089922,47.63327495,
1577,1606 CALIFORNIA AVE SW,-122.38593869,47.5890088,
1578,1542 NW 62ND ST,-122.37812047,47.67402409,
1579,7461 WOODLAWN AVE NE,-122.32821645,47.68273861,
1580,7463 WOODLAWN AVE NE,-122.32815214,47.68293795,
1581,3629 COURTLAND PL S,-122.28763511,47.57067525,
1582,2020 S JACKSON ST,-122.30496445,47.59944557,
1583,1287 WESTLAKE AVE N,-122.34152764,47.63211623,
1584,736 BELLEVUE PL E,-122.32759542,47.62617701,
1585,120 24TH AVE E,-122.3009548,47.61963156,
1586,1110 M L KING JR WAY S,-122.29731277,47.59300091,
1587,1104 M L KING JR WAY S,-122.29760104,47.59308131,
1588,754 N 103RD ST,-122.34774015,47.70382261,
1589,6117 WOODLAND PL N,-122.34807949,47.67370407,
1590,1104 LAKESIDE AVE S,-122.28758182,47.59326264,
1591,3809 ASHWORTH AVE N,-122.34071656,47.65306299,
1592,502 N 105TH ST,-122.35248785,47.70524945,
1593,1101 N NORTHLAKE WAY,-122.34405794,47.64820129,
1594,6314 28TH AVE NW,-122.39277805,47.67502299,
1595,1401 NW 46TH ST,-122.37402888,47.6617059,
1596,6800 ROOSEVELT WAY NE,-122.31690083,47.67825665,
1597,1919 8TH AVE W,-122.36802616,47.63656532,
1598,1733 27TH AVE,-122.29775798,47.61747078,
1599,4316 SW THISTLE ST,-122.38826966,47.52877516,
1600,1016 NW 87TH ST,-122.37013323,47.69224289,
1601,2210 W EMERSON ST,-122.38535207,47.654176,
1602,161 20TH AVE,-122.30666559,47.60308087,
1603,356 GALER ST,-122.3503278,47.63253209,
1604,8500 14TH AVE S,-122.3145434,47.52701421,
1605,7526 43RD AVE S,-122.27876339,47.53441776,
1606,589 OCCIDENTAL AVE S,-122.33364411,47.59588604,
1607,6563 34TH AVE NE,-122.29206615,47.67709338,
1608,6803 SEWARD PARK AVE S,-122.26573768,47.54140194,
1609,3431 22ND AVE W,-122.38496558,47.65128692,
1610,6525 4TH AVE NE,-122.32538693,47.67643251,
1611,1652 SW LANDER ST,-122.35771101,47.58195201,
1612,6000 16TH AVE SW,-122.35308846,47.54700382,
1613,6419 26TH AVE NW,-122.39056245,47.67566147,
1614,3119 E WARD ST,-122.29152355,47.62733006,
1615,6413 26TH AVE NW,-122.39035522,47.67563953,
1616,2227 NW 60TH ST,-122.38599291,47.67219482,
1617,4738 15TH AVE NE,-122.31166229,47.66422231,
1618,4700 38TH AVE SW,-122.37965874,47.56082621,
1619,2301 CALIFORNIA AVE SW,-122.38689169,47.58264717,
1620,2167 HARBOR AVE SW,-122.37510056,47.58383869,
1621,4515 36TH AVE SW,-122.37806157,47.56245435,
1622,2236 NW 64TH ST,-122.3863962,47.67550541,
1623,205 13TH AVE E,-122.31594871,47.62011836,
1624,8358 19TH AVE NW,-122.38080968,47.69034941,
1625,2513 13TH AVE S,-122.31638527,47.58059807,
1626,4467 WHITMAN AVE N,-122.34598421,47.66113035,
1627,13524 LAKE CITY WAY NE,-122.29192758,47.72735925,
1628,200 2ND AVE N,-122.35111913,47.61974503,
1629,1319 DEXTER AVE N,-122.34276073,47.63115019,
1630,2305 E MADISON ST,-122.3022012,47.61918048,
1631,1737 NW 60TH ST,-122.3805466,47.67206846,
1632,3427 22ND AVE W,-122.38495045,47.65119682,
1633,743 N 35TH ST,-122.34803266,47.64993468,
1634,2411 NW 64TH ST,-122.3883325,47.67511683,
1635,3822 23RD AVE W,-122.38576746,47.65470649,
1636,3826 23RD AVE W,-122.38576665,47.65485385,
1637,13018 20TH AVE NE,-122.30677006,47.72369199,
1638,2645 NW 90TH ST,-122.39136716,47.69410662,
1639,4849 21ST AVE SW,-122.36040544,47.55744885,
1640,111 WESTLAKE AVE N,-122.33885567,47.61887749,
1641,3811 ASHWORTH AVE N,-122.3404509,47.65298056,
1642,3816 23RD AVE W,-122.38579161,47.65451464,
1643,5530 15TH AVE S,-122.31315524,47.55249573,
1644,7930 DENSMORE AVE N,-122.33765692,47.68656782,
1645,11316 5TH AVE NE,-122.32211192,47.71124655,
1646,4230 11TH AVE NE,-122.31637539,47.65926513,
1647,4151 CALIFORNIA AVE SW,-122.38735499,47.56510756,
1648,4134 BEACH DR SW,-122.40879656,47.56678115,
1649,2012 NW 64TH ST,-122.38269936,47.67544233,
1650,1200 S DEARBORN ST,-122.31622613,47.59600159,
1651,5328 12TH AVE S,-122.31695932,47.55406478,
1652,3006 31ST AVE W,-122.39664984,47.64716453,
1653,2207 15TH AVE S,-122.31387233,47.58341245,
1654,5958 18TH AVE SW,-122.35683717,47.54849489,
1655,13329 1ST AVE NE,-122.32925036,47.72584361,
1656,3250 21ST AVE W,-122.38310362,47.65003515,
1657,6312 17TH AVE NW,-122.37861841,47.6749871,
1658,1729 25TH AVE,-122.30037116,47.61735577,
1659,3307 3RD AVE W,-122.36259866,47.64962461,
1660,1214 E HAMLIN ST,-122.315878,47.64578913,
1661,1001 ALASKAN WAY,-122.33959335,47.60410271,
1662,1400 DISCOVERY PARK BLVD,-122.43036847,47.6609387,
1663,6818 55TH AVE NE,-122.26869777,47.67803847,
1664,2342 47TH AVE SW,-122.39155942,47.58175289,
1665,9744 WOODLAWN AVE N,-122.33854325,47.70088968,
1666,9740 WOODLAWN AVE N,-122.33854111,47.70081728,
1667,110 9TH AVE N,-122.33939892,47.61915166,
1668,111 WESTLAKE AVE N,-122.33885567,47.61887749,
1669,1207 WESTLAKE AVE N,-122.34142344,47.63002641,
1670,4625 S MEAD ST,-122.27424844,47.55024554,
1671,5810 14TH AVE NW,-122.37315935,47.67134434,
1672,7300 33RD AVE S,-122.28970319,47.53689087,
1673,1507 E SPRUCE ST,-122.3124101,47.60337227,
1674,1731 NW 57TH ST,-122.38034895,47.6699291,
1675,1420 E HOWELL ST,-122.31327276,47.61777564,
1676,1001 ALASKAN WAY,-122.33959335,47.60410271,
1677,2018 NW 60TH ST,-122.3831571,47.67253186,
1678,2020 NW 60TH ST,-122.38309838,47.67267297,
1679,2608 23RD AVE W,-122.38556928,47.64322937,
1680,107 20TH AVE E,-122.30635286,47.61876455,
1681,1201 ALASKAN WAY,-122.34092011,47.6054677,
1682,7400 8TH AVE S,-122.32108148,47.53700203,
1683,3824 CALIFORNIA AVE SW,-122.38654582,47.56974626,
1684,5968 RAINIER AVE S,-122.2765444,47.54848277,
1685,327 W OLYMPIC PL,-122.36188496,47.62652445,
1686,321 W OLYMPIC PL,-122.36165907,47.62653955,
1687,9201 ASHWORTH AVE N,-122.34013579,47.6961396,
1688,4500 DENVER AVE S,-122.33554628,47.56351245,
1689,5003 FAUNTLEROY WAY SW,-122.38187132,47.55728664,
1690,3939 15TH AVE NE,-122.31250511,47.65446382,
1691,1450 NE BOAT ST,-122.31294263,47.65162035,
1692,2835 SW ADAMS ST,-122.36962693,47.56599966,
1693,904 13TH AVE,-122.31521137,47.61069701,
1694,2213 E FIR ST,-122.30321319,47.60253804,
1695,931 13TH AVE,-122.31565573,47.61134999,
1696,4319 WOODLAND PARK AVE N,-122.34493133,47.66021227,
1697,1420 E MADISON ST,-122.31335327,47.61445789,
1698,2608 S JUDKINS ST,-122.29854958,47.59219157,
1699,6709 MARY AVE NW,-122.37638288,47.6781157,
1700,6705 MARY AVE NW,-122.37637809,47.67802559,
1701,6701 MARY AVE NW,-122.3763738,47.67791581,
1702,1828 E UNION ST,-122.30770093,47.61310036,
1703,4508 W SHERIDAN ST,-122.41313213,47.6706676,
1704,221 24TH AVE E,-122.3015607,47.62090017,
1705,1201 HARBOR AVE SW,-122.38348148,47.59298589,
1706,710 14TH AVE,-122.31385266,47.60843309,
1707,1340 S BENNETT ST,-122.31485605,47.5550481,
1708,2407 10TH AVE W,-122.37050473,47.63986518,
1709,7003 3RD AVE NW,-122.36072602,47.67970616,
1710,9507 INTERLAKE AVE N,-122.34105458,47.69805945,
1711,3054 63RD AVE SW,-122.4130854,47.5767653,
1712,2011 E DENNY WAY,-122.30565841,47.61833514,
1713,701 NW 105TH ST,-122.36560124,47.70500764,
1714,3146 PORTAGE BAY PL E,-122.31872045,47.65016741,
1715,5269 CALIFORNIA AVE SW,-122.38737663,47.55447507,
1716,3621 COURTLAND PL S,-122.28764292,47.57093102,
1717,3627 STONE WAY N,-122.34319685,47.65141461,
1718,111 YALE AVE N,-122.33079472,47.61896207,
1719,8901 ROOSEVELT WAY NE,-122.31781187,47.69319725,
1720,2808 E UNION ST,-122.29574139,47.61318045,
1721,3234 NE 90TH ST,-122.29189049,47.69406723,
1722,1544 NW 63RD ST,-122.37815011,47.67485973,
1723,2005 E DENNY WAY,-122.30562069,47.61818491,
1724,1700 W ARMORY WAY,-122.37899514,47.64021493,
1725,3015 60TH AVE SW,-122.40970262,47.57741357,
1726,714 N 95TH ST,-122.34929927,47.69809112,
1727,408 W FULTON ST,-122.36273174,47.64603011,
1728,3121 WEST LAURELHURST DR NE,-122.27851736,47.64997303,
1729,6105 ROOSEVELT WAY NE,-122.31771616,47.67295718,
1730,3457 22ND AVE W,-122.38486594,47.65203865,
1731,1165 EASTLAKE AVE E,-122.32804642,47.630574,
1732,2307 N 113TH PL,-122.33097606,47.71071955,
1733,1756 NW 61ST ST,-122.38145898,47.67325969,
1734,219 1ST AVE N,-122.35567747,47.62041964,
1735,611 E HOWELL ST,-122.32392169,47.61757294,
1736,1010 5TH AVE N,-122.34733051,47.62843471,
1737,2401 S LANE ST,-122.30095722,47.59666527,
1738,1900 S BUSH PL,-122.30776463,47.59289731,
1739,1635 34TH AVE,-122.2896021,47.61627377,
1740,4221 EVANSTON AVE N,-122.35136758,47.65832493,
1741,932 N 97TH ST,-122.34592699,47.69981786,
1742,6018 18TH AVE SW,-122.35645215,47.54759249,
1743,525 BOREN AVE N,-122.33623046,47.62369467,
1744,1902 24TH AVE S,-122.30135681,47.58620162,
1745,8200 WALLINGFORD AVE N,-122.33554054,47.6889164,
1746,4848 DELRIDGE WAY SW,-122.36242165,47.55785193,
1747,944 N 97TH ST,-122.34582255,47.69980541,
1748,4844 DELRIDGE WAY SW,-122.36264835,47.55796764,
1749,5043 SAND POINT PL NE,-122.28104422,47.66605075,
1750,9550 1ST AVE NE,-122.32810091,47.69908317,
1751,2615 NW 65TH ST,-122.39078656,47.67567157,
1752,1918 24TH AVE S,-122.30132858,47.58574733,
1753,1137 NW 56TH ST,-122.37249725,47.66910376,
1754,719 26TH AVE S,-122.29906213,47.59616022,
1755,1415 19TH AVE,-122.30784769,47.61343762,
1756,3701 SW 104TH ST,-122.3776024,47.50970617,
1757,7212 33RD AVE S,-122.28972102,47.53788815,
1758,2847 FRANKLIN AVE E,-122.32391783,47.64679911,
1759,502 LAKE WASHINGTON BLVD E,-122.28808459,47.62415473,
1760,5616 S AVON ST,-122.26153747,47.50152015,
1761,1550 W ARMORY WAY,-122.37696058,47.63849474,
1762,2857 FRANKLIN AVE E,-122.32376885,47.64689253,
1763,130 N 132ND ST,-122.35705936,47.7252769,
1764,2304 NE 100TH ST,-122.30393033,47.70135287,
1765,2265 HARBOR AVE SW,,,
1766,1327 14TH AVE S,-122.31514066,47.59070975,
1767,5408 23RD AVE S,-122.30357803,47.55354407,
1768,1102 24TH AVE S,-122.30087245,47.59278385,
1769,4731 40TH AVE SW,-122.38327228,47.56012229,
1770,7740 SEWARD PARK AVE S,-122.26445609,47.53297509,
1771,1730 NW 60TH ST,-122.38031657,47.67254069,
1772,4818 51ST AVE S,-122.26913634,47.55884042,
1773,1140 14TH AVE S,-122.31464423,47.59166516,
1774,1020 NE 82ND ST,-122.31674409,47.68937924,
1775,1515 FAIRVIEW AVE E,-122.32735498,47.63295248,
1776,11715 4TH AVE NW,-122.36329535,47.71475741,
1777,3016 4TH AVE W,-122.36167151,47.64724952,
1778,5400 AIRPORT WAY S,-122.32102018,47.5540511,
1779,1909 25TH AVE S,-122.30084743,47.58596493,
1780,4715 47TH AVE NE,-122.27768954,47.66361644,
1781,3806 FREMONT AVE N,-122.34959487,47.65305945,
1782,427 9TH AVE N,-122.34001878,47.62287326,
1783,4505 15TH AVE S,-122.31393456,47.56326491,
1784,4507 15TH AVE S,-122.31409607,47.56315178,
1785,5900 24TH AVE NW,-122.38723715,47.67183661,
1786,3036 ALKI AVE SW,-122.4175621,47.57699616,
1787,206 26TH AVE E,-122.29833028,47.62045998,
1788,1600 W ARMORY WAY,-122.37796913,47.63991495,
1789,4708 NE 47TH ST,-122.27673015,47.66324263,
1790,2611 NW 65TH ST,-122.39073132,47.67575882,
1791,2429 8TH AVE N,-122.34334465,47.64041495,
1792,907 N 74TH ST,-122.3460056,47.68240375,
1793,316 ALASKAN WAY S,-122.33515587,47.59951902,
1794,1250 DENNY WAY,-122.33111616,47.61874096,
1795,2359 FRANKLIN AVE E,-122.3249605,47.64144415,
1796,410 12TH AVE E,-122.31654352,47.62233781,
1797,405 22ND AVE,-122.30398536,47.60531657,
1798,6354 34TH AVE SW,-122.37483255,47.54485071,
1799,3001 3RD AVE W,-122.36120535,47.64680885,
1800,1607 10TH AVE W,-122.37071724,47.63383504,
1801,333 25TH AVE E,-122.30014713,47.62234629,
1802,2019 S WASHINGTON ST,-122.3054709,47.60063018,
1803,3642 DAYTON AVE N,-122.35212382,47.65304482,
1804,3635 PHINNEY AVE N,-122.35480073,47.65331998,
1805,5703 S LEO ST,-122.26106211,47.50222207,
1806,5755 NE 63RD ST,-122.26379468,47.67406865,
1807,4500 25TH AVE NE,-122.29833522,47.66265625,
1808,3800 E MCGILVRA ST,-122.28458628,47.64147694,
1809,131 16TH AVE,-122.31203821,47.60257288,
1810,4829 15TH AVE S,-122.31372109,47.55971287,
1811,3670 EAST MARGINAL WAY S,-122.33776139,47.56895372,
1812,2801 S JACKSON ST,-122.29599417,47.59893849,
1813,1023 E ALDER ST,-122.31832613,47.60420403,
1814,813 21ST AVE,-122.3053527,47.60944003,
1815,3001 NW 56TH ST,-122.39583109,47.66930825,
1816,2021 9TH AVE,-122.33683808,47.61668575,
1817,309 31ST AVE E,-122.29232952,47.6217009,
1818,2101 9TH AVE,-122.33753317,47.61709778,
1819,6224 NE PRINCETON WAY,-122.27531691,47.67544249,
1820,1709 26TH AVE S,-122.29938926,47.58797516,
1821,5400 AIRPORT WAY S,-122.32102018,47.5540511,
1822,7612 AURORA AVE N,-122.3441977,47.68456049,
1823,5917 20TH AVE NW,-122.38232881,47.67220495,
1824,8437 41ST AVE SW,-122.38423995,47.52735404,
1825,9726 BEACON AVE S,-122.27250966,47.51349941,
1826,2600 45TH AVE SW,-122.38896849,47.58107976,
1827,4262 LINDEN AVE N,-122.34826104,47.65908079,
1828,5301R 24TH AVE NW,-122.38764959,47.66722777,
1829,3531 SW 100TH ST,-122.37779831,47.51355416,
1830,6808 OSWEGO PL NE,-122.32231908,47.67827332,
1831,9601 35TH AVE SW,-122.37798858,47.51709083,
1832,1712 26TH AVE,-122.29828604,47.6168907,
1833,3835 GILMAN AVE W,-122.38556881,47.65478414,
1834,929 N NORTHLAKE WAY,-122.34601332,47.64845447,
1835,923 29TH AVE S,-122.29569774,47.59385024,
1836,1931 2ND AVE,-122.34168733,47.61144375,
1837,808 HOWELL ST,-122.33400784,47.61457019,
1838,6960 M L KING JR WAY S,-122.28182971,47.53925496,
1839,1715 NE 105TH ST,-122.30909343,47.70471189,
1840,911 29TH AVE S,-122.29571421,47.59398569,
1841,11045 8TH AVE NE,-122.32157708,47.70978696,
1842,700 FAIRVIEW AVE N,-122.33390848,47.62572461,
1843,301 12TH AVE,-122.31712257,47.60451334,
1844,2523 8TH AVE W,-122.36793777,47.64137869,
1845,3652 36TH AVE S,-122.28811792,47.57006447,
1846,1815 BELLEVUE AVE,-122.32706729,47.61820544,
1847,901 HARRISON ST,-122.33934951,47.62184178,
1848,1804 25TH AVE,-122.29963652,47.61790005,
1849,118 27TH AVE E,-122.2970717,47.61950525,
1850,5037 22ND AVE NE,-122.30493249,47.66602528,
1851,6719 23RD AVE NW,-122.3856145,47.67828308,
1852,7303 38TH AVE NE,-122.28804535,47.6814237,
1853,1723 27TH AVE,-122.29777594,47.61721822,
1854,2411 WICKSTROM PL SW,-122.4022306,47.58183469,
1855,8667P BEACON AVE S,-122.28699332,47.52433472,
1856,2414 55TH AVE SW,-122.40246825,47.58187007,
1857,718 25TH AVE S,-122.29967833,47.59616277,
1858,4505 42ND AVE SW,-122.38579486,47.56270022,
1859,3924 LINDEN AVE N,-122.34838128,47.65492058,
1860,9817 51ST AVE SW,-122.3960425,47.51486979,
1861,3008 ALKI AVE SW,-122.41631665,47.57731697,
1862,5900 AIRPORT WAY S,-122.31659536,47.54957629,
1863,819 NW 70TH ST,-122.3664224,47.67940268,
1864,7920 SEWARD PARK AVE S,-122.26610723,47.53109688,
1865,220 32ND AVE,-122.29134906,47.60384937,
1866,2847 NW 65TH ST,-122.39506005,47.67573861,
1867,901 W MCGRAW ST,-122.3693703,47.63874172,
1868,8667P BEACON AVE S,-122.28699332,47.52433472,
1869,115 20TH AVE,-122.30660606,47.60214204,
1870,926 29TH AVE S,-122.29504151,47.59369513,
1871,3912 S BRANDON ST,-122.28285874,47.55361269,
1872,1520 NW 87TH ST,-122.37761064,47.69253539,
1873,1732 M L KING JR WAY S,-122.29788455,47.58730974,
1874,12017 12TH AVE NW,-122.37381089,47.71645567,
1875,12033 12TH AVE NW,-122.37349958,47.71683627,
1876,4700 SW ADMIRAL WAY,-122.39306099,47.58099241,
1877,100 MELROSE AVE E,-122.32760221,47.61882635,
1878,2329 W CROCKETT ST,-122.38753129,47.63751441,
1879,3816 22ND AVE SW,-122.36084374,47.56964185,
1880,2001 W GARFIELD ST,-122.38282969,47.63100625,
1881,2423 11TH AVE E,-122.31825892,47.64211477,
1882,4207 WHITMAN AVE N,-122.34584908,47.65805687,
1883,1936 8TH AVE W,-122.36733467,47.6370533,
1884,2155 N NORTHLAKE WAY,-122.33242442,47.64810523,
1885,3036 ALKI AVE SW,-122.4175621,47.57699616,
1886,6559 35TH AVE NE,-122.29127498,47.67724011,
1887,2407 E UNION ST,-122.30099149,47.61269306,
1888,3806 22ND AVE SW,-122.36086066,47.56981732,
1889,5944 21ST AVE SW,-122.35949482,47.54892658,
1890,299R LAKESIDE AVE S,-122.28589129,47.60016049,
1891,101 DENNY WAY,-122.35476894,47.6184506,
1892,531 QUEEN ANNE AVE N,-122.35710042,47.62422755,
1893,234 9TH AVE N,-122.33942842,47.62071032,
1894,3014 BEACON AVE S,-122.3094358,47.5765644,
1895,2121 8TH AVE N,-122.3424569,47.63853683,
1896,10330 LAKE CITY WAY NE,-122.30129805,47.70417005,
1897,7461 WOODLAWN AVE NE,-122.32821645,47.68273861,
1898,111 17TH AVE,-122.3104724,47.60204123,
1899,3827 EVANSTON AVE N,-122.35150658,47.65358779,
1900,933 N NORTHLAKE WAY,-122.34557863,47.64801882,
1901,61 COLUMBIA ST,-122.33622043,47.60247931,
1902,3031 WESTERN AVE,-122.35610153,47.61746086,
1903,4023 SW GRAHAM ST,-122.38421529,47.54648655,
1904,2052 NW 64TH ST,-122.38449597,47.67546219,
1905,8215 GREENWOOD AVE N,-122.35555418,47.68883825,
1906,1906 BIGELOW AVE N,-122.34760865,47.63609957,
1907,4034 NE 109TH ST,-122.28388319,47.70779407,
1908,2300 ARBORETUM DR E,-122.29433357,47.63918609,
1909,51R UNION ST,-122.34041633,47.607286,
1910,2524 16TH AVE S,-122.31133692,47.58034205,
1911,5260 UNIVERSITY WAY NE,-122.31279297,47.66818029,
1912,3917 CALIFORNIA AVE SW,-122.38717451,47.56887078,
1913,2441 NW 63RD ST,-122.38948334,47.67441865,
1914,104 19TH AVE E,-122.30688051,47.61874357,
